	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
200634092002	ダ	右	1000	晴	稍重	15:00	2歳　未勝利		2006-9-20	7	旭川	2	(規定)		6	1060	5	6	170	4	10	160	2	1.0	100	1.0	6-10	2190	8	6=>10	3400	14.0	1-6-10	650	1.0	6=>10=>1	4800	12.0			(3,10),6,1,(7,9,8),2,4,5	(3,10),6,9,(1,7,8),(2,4,5)			6-8	1040.0	4.0
200634092003	ダ	右	1000	晴	稍重	15:30	アタックチャレンジ競		2006-9-20	7	旭川	2	(規定)		1	370	2	1	210	3	6	180	2				1-6	720	3	1=>6	1400	6.0	1-2-6	1530	5.0	1=>6=>2	10950	46.0			(6,8,4),2,(1,3)-5	6,(8,4),2,(1,3)-5					
200634092004	ダ	右	1500	晴	稍重	16:00	アタックチャレンジ競		2006-9-20	7	旭川	2	(規定)		6	370	2	6	170	2	11	530	8	3.0	610	9.0	6-11	16270	31	6=>11	24890	54.0	3-6-11	89070	107.0	6=>11=>3	405950	594.0	11,2,7,4,1,6,(3,5,8),10,9	11,(2,7),4,(1,6),(3,5,8),10,9	11,2,7,(6,8),(1,5),(3,4)-10,9	11,2,(6,8),7,(1,5),3,4,9,10			6-8	2030.0	9.0
200634092005	ダ	右	1000	晴	稍重	16:35	D2　ー2組		2006-9-20	7	旭川	2	60万円以下	(規定)	5	790	4	5	290	3	6	910	7				5-6	5230	15	5=>6	7990	28.0	5-6-7	4310	17.0	5=>6=>7	39740	115.0			(2,6),(3,4),(1,7),5	(2,6),3,(1,4),(5,7)					
200634092006	ダ	右	1000	晴	稍重	17:10	D3　ー2組		2006-9-20	7	旭川	2	40万円以下	(規定)	2	130	1	2	100	1	10	170	3	6.0	180	4.0	2-10	380	1	2=>10	420	1.0	2-6-10	970	2.0	2=>10=>6	2400	3.0			(3,4,10),(1,2,8),6,7,9,5	3,(4,10),2,(1,8),6,(7,9),5			2-8	210.0	1.0
200634092007	ダ	右	1500	晴	稍重	17:45	D3　ー1組		2006-9-20	7	旭川	2	40万円以下	(規定)	7	240	1	7	120	1	1	120	2	6.0	140	3.0	1-7	540	3	7=>1	860	2.0	1-6-7	540	1.0	7=>1=>6	2070	2.0	1,5,(4,7),8,3,6,10,2-9	1,(4,5),(3,8,7),6,10,2=9	1,(4,7),(8,5),6,3,10-2,9	1,7,(4,6),8,(3,5,10),9,2			1-7	620.0	3.0
200634092008	ダ	右	1000	晴	稍重	18:20	D3　ー1組		2006-9-20	7	旭川	2	40万円以下	(規定)	5	130	1	5	110	1	6	250	3	1.0	520	8.0	5-6	610	1	5=>6	650	1.0	1-5-6	1660	2.0	5=>6=>1	3810	2.0			2,5,6,(4,9),1,7,12,3,8,10,11	(2,5),6,1,4,(3,7),9,8,(11,12),10			5-5	880.0	4.0
200634092009	ダ	右	1600	晴	稍重	18:55	ベテルギウス特別 		2006-9-20	7	旭川	2	160万円以下	(規定)	6	280	1	6	140	4	2	130	1	1.0	130	2.0	2-6	680	3	6=>2	800	2.0	1-2-6	490	1.0	6=>2=>1	2280	2.0	(1,6),2,8,5,7,(4,9),3	6,(1,2),8,(5,7),(4,9),3	6,2,1,7,8,(4,5),9,3	6,2-1,4,(8,5),7,(3,9)			2-6	890.0	5.0
200634092010	ダ	右	1600	晴	稍重	19:30	「水と緑と大地」特別 		2006-9-20	7	旭川	2	160万円以下	(規定)	7	280	2	7	110	1	10	140	4	6.0	120	2.0	7-10	880	5	7=>10	1410	6.0	6-7-10	1350	4.0	7=>10=>6	6060	20.0	7,1,9,3,6,4,5,10,2-8	7,1,9,3,6,(4,5,10),2-8	7,1,9,6,(3,4,5),10,2-8	7,1,(9,6),4,(5,10),3,2,8			7-8	970.0	5.0
200634092011	ダ	右	1000	晴	稍重	20:05	グラスワンダー賞 		2006-9-20	7	旭川	2	(規定)		5	420	2	5	110	1	10	350	5	6.0	360	6.0	5-10	2580	9	5=>10	4280	13.0	5-6-10	6670	19.0	5=>10=>6	40660	86.0			(3,5),8,10,(4,6,9),1-7,11	(3,5),(4,8,10),(1,6),9-(7,11)			5-8	2590.0	9.0
200634092101	ダ	右	1000	晴	良	14:30	2歳　牝馬		2006-9-21	7	旭川	3	牝(規定)		8	990	3	8	130	2	4	190	5	10.0	100	1.0	4-8	4090	11	8=>4	10400	19.0	4-8-10	1460	7.0	8=>4=>10	18980	51.0			(1,4),10-8,6,3,(5,9),7	(1,4),10-(6,8),(3,5,9),7			4-7	3830.0	11.0
200634092102	ダ	右	1000	晴	良	15:00	2歳　牝馬		2006-9-21	7	旭川	3	牝(規定)		2	160	1	2	110	1	10	190	5	8.0	160	3.0	2-10	1570	4	2=>10	1810	6.0	2-8-10	2610	8.0	2=>10=>8	12600	38.0			(2,3),8,9,10,5,(7,6),4,1	2,3,(8,9),10,(5,6),7,(1,4)			2-8	730.0	4.0
200634092103	ダ	右	1000	晴	良	15:30	2歳　未勝利		2006-9-21	7	旭川	3	(規定)		3	1450	7	3	370	7	2	240	4	10.0	300	6.0	2-3	30430	46	3=>2	40660	77.0	2-3-10	107940	145.0	3=>2=>10	392460	597.0			(1,10),(2,3),9,7,(4,8)-(6,5,11)	(1,10),3,(2,9),7,(4,8),(6,5),11			2-3	25950.0	28.0
200634092104	ダ	右	1500	晴	良	16:00	D3　ー2組		2006-9-21	7	旭川	3	40万円以下	(規定)	3	180	1	3	100	1	1	300	6	4.0	280	5.0	1-3	980	3	3=>1	1720	6.0	1-3-4	3280	9.0	3=>1=>4	12430	35.0	10,3,6,4,5,1,2,8,(7,9)	10,3,6,4-(5,1),2,(8,9),7	3,(6,4),10-1,9,2,(5,8),7	3,4,(10,6),1,9,2,8,5,7			1-3	840.0	4.0
200634092105	ダ	右	1500	晴	良	16:35	アタックチャレンジ競		2006-9-21	7	旭川	3	(規定)		5	1380	4	5	170	4	8	110	2	3.0	110	1.0	5-8	1420	6	5=>8	3890	12.0	3-5-8	1120	4.0	5=>8=>3	11150	35.0	2,5,8,1,3,7,4-6	2,5,(1,8),3,(4,7)-6	(2,5),8,3,1,7,(4,6)	(2,5),(8,3),1,(7,6),4					
200634092106	ダ	右	1000	晴	良	17:10	アタックチャレンジ競		2006-9-21	7	旭川	3	牝(規定)		2	210	1	2	130	2	1	240	5	9.0	190	3.0	1-2	590	2	2=>1	1380	5.0	1-2-9	1140	5.0	2=>1=>9	5210	15.0			(2,5),8,7,1,9,6-(3,4)	(2,5),(1,8),9,7,6,4,3			1-2	1040.0	4.0
200634092107	ダ	右	1000	晴	良	17:45	D3　ー4組		2006-9-21	7	旭川	3	40万円以下	(規定)	8	250	2	8	110	2	5	100	1	4.0	220	6.0	5-8	230	1	8=>5	600	2.0	4-5-8	1450	4.0	8=>5=>4	6580	22.0			(4,8),(5,9),(2,7),6,(1,3)	(4,8),(5,9),(2,7),6,(1,3)			5-8	260.0	1.0
200634092108	ダ	右	1000	晴	良	18:20	D3　ー3組		2006-9-21	7	旭川	3	40万円以下	(規定)	6	590	5	6	150	2	1	180	3	9.0	210	4.0	1-6	940	4	6=>1	3220	12.0	1-6-9	3440	12.0	6=>1=>9	23690	71.0			(1,10),11,8,9,3,5,(2,4),7,6	1,10,11,(8,9),3,5,(2,4,6),7			1-6	960.0	6.0
200634092109	ダ	右	1500	晴	良	18:55	D2　ー2組		2006-9-21	7	旭川	3	60万円以下	(規定)	10	170	1	10	100	1	3	150	3	12.0	290	5.0	3-10	300	1	10=>3	460	1.0	3-10-12	1650	6.0	10=>3=>12	3210	6.0	(10,12),3,(4,11),(1,8),2,(5,9),7,6	(10,12),3-(4,11),(1,8,9),(2,5),(6,7)	(10,12),3,9,5,(11,7),4,1,8,2,6	10,(3,12),9,5,7,11,1,4,(8,2),6			3-7	360.0	2.0
200634092110	ダ	右	1600	晴	良	19:30	滝川市長杯滝川ふれ愛 		2006-9-21	7	旭川	3	100万円以下	(規定)	9	860	5	9	500	7	6	350	5	13.0	300	4.0	6-9	3030	10	9=>6	8560	27.0	6-9-13	67920	111.0	9=>6=>13	255220	525.0	9,5,7,3,4,(6,12),11,13,(1,2),(8,14)	9,5,7,3,4,6,(11,12),(1,2,13),14,8	9,7,(5,4),(3,12),6,(2,13),(11,14),1,8	9-(7,4),12,(3,5),6,13,(2,14),(11,1,8)			4-6	2230.0	11.0
200634092111	ダ	右	1600	晴	良	20:05	当麻今摺米特別 		2006-9-21	7	旭川	3	160万円以下	(規定)	7	370	2	7	170	3	5	130	1	3.0	240	5.0	5-7	480	1	7=>5	1380	4.0	3-5-7	1330	4.0	7=>5=>3	7200	19.0	5,7,10,1,(4,9),(2,6),8,3	5,7,10,(1,4),9,(2,6),(3,8)	5,7,10,6,(1,4),2,3,8,9	(5,7),10,6,(1,4),3,(2,8)-9			5-7	470.0	2.0
200634092601	ダ	右	1000	晴	良	14:30	D3　ー5組		2006-9-26	7	旭川	4	40万円以下	(規定)	10	110	1	10	110	1	5	170	2	9.0	480	8.0	5-10	280	1	10=>5	390	1.0	5-9-10	1540	7.0	10=>5=>9	2210	4.0			(2,7,10,11),5,3,(4,9),6,8,(1,12)	10,(2,11),(7,5),9,(3,4),6,8,(1,12)			5-7	320.0	1.0
200634092602	ダ	右	1000	晴	良	15:00	2歳　未勝利		2006-9-26	7	旭川	4	(規定)		10	4860	12	10	770	12	8	200	3	12.0	190	2.0	8-10	10240	38	10=>8	21400	72.0	8-10-12	21910	65.0	10=>8=>12	137440	380.0			8,(7,9),12,(3,4),10,(2,5,6),11,1	8,7,9,12,(3,4,10),(2,6),5,11,1			6-7	510.0	1.0
200634092603	ダ	右	1000	晴	良	15:30	アタックチャレンジ競		2006-9-26	7	旭川	4	(規定)		11	190	1	11	100	1	2	130	3	8.0	120	2.0	2-11	450	1	11=>2	590	1.0	2-8-11	530	2.0	11=>2=>8	2350	3.0			9,(8,10),(2,5,11),12,3,1,6,7,4	(9,8,10),2,(5,11),(1,3),12,4,6,7			2-8	350.0	1.0
200634092604	ダ	右	1500	晴	良	16:00	アタックチャレンジ競		2006-9-26	7	旭川	4	牝(規定)		7	340	2	7	110	2	6	110	1	8.0	180	3.0	6-7	370	1	7=>6	590	1.0	6-7-8	530	1.0	7=>6=>8	1040	1.0	3,7,10,6,(2,11),8,(4,9),(5,12),1	3,7,(6,10),(2,11),8,4,9,(1,5,12)	(3,7),(6,10,11),8,2,(4,9,12),1,5	7,3,6,11,(10,8),2,(4,9,1,12),5			5-6	310.0	1.0
200634092605	ダ	右	1000	晴	良	16:30	フレッシュチャレンジ		2006-9-26	7	旭川	4	(規定)		6	200	1	6	120	1	1	130	2	5.0	150	4.0	1-6	560	2	6=>1	1460	5.0	1-5-6	1550	5.0	6=>1=>5	5880	14.0			6,1,9,5,4,7,8,2-3	(6,1,5),(4,9),(7,8),2-3			1-6	870.0	4.0
200634092606	ダ	右	1000	晴	良	17:05	D2　ー1組		2006-9-26	7	旭川	4	60万円以下	(規定)	4	1180	5	4	180	3	3	200	5	6.0	120	1.0	3-4	2430	9	4=>3	5560	23.0	3-4-6	1480	4.0	4=>3=>6	16500	43.0			4,6,7,9,11,2,10,(1,3),(5,12),8	4,6,7,(2,9,11),(1,3),(8,5,12,10)			3-4	2220.0	8.0
200634092607	ダ	右	1500	晴	良	17:40	D2　ー1組		2006-9-26	7	旭川	4	60万円以下	(規定)	7	2130	5	7	490	5	5	210	3	12.0	3,090	12.0	5-7	3590	13	7=>5	8750	20.0	5-7-12	98530	104.0	7=>5=>12	2766910	929.0	8,(9,11),(4,5),6,12,(3,10),7,2,1	8,9,11,(4,5),(6,12),(3,10),(2,7),1	(8,9,11),(4,5),(6,12),10,(3,2,7),1	8,(4,9,11),5,(6,12),(10,7),(3,2),1			5-6	190.0	1.0
200634092608	ダ	右	1600	晴	良	18:15	アルクトゥルス特別 		2006-9-26	7	旭川	4	80万円以下	(規定)	2	260	1	2	140	1	8	460	7	9.0	710	10.0	2-8	2900	12	2=>8	2680	9.0	2-8-9	28790	72.0	2=>8=>9	76300	209.0	1,8,10,2,6,7,11,(9,5),3	1,8,10,2,6,(11,7),9,5-3	1,8,10,2,(6,7),(11,9),5-3	1,(2,8),10,(11,9,6,7),5-3			2-7	2040.0	9.0
200634092609	ダ	右	1500	晴	良	18:50	レオニズ特別 		2006-9-26	7	旭川	4	200万円以下	(規定)	9	130	1	9	110	1	5	190	3	12.0	170	2.0	5-9	660	2	9=>5	870	3.0	5-9-12	920	1.0	9=>5=>12	2900	2.0	4,(1,6),(10,11),5,(2,3,12),(8,9),7	4,(1,6),10,11,2,5,3,12,(8,9),7	(1,4,6),10,(2,11),(5,12,9),(3,8),7	(1,6),4,(2,5,10,9),(3,12),(8,11,7)			5-7	540.0	2.0
200634092610	ダ	右	1600	晴	良	19:25	ヒシミラクル賞 		2006-9-26	7	旭川	4	400万円以下	(規定)	5	1350	6	5	400	6	8	170	2	1.0	920	10.0	5-8	3000	14	5=>8	5560	25.0	1-5-8	39310	87.0	5=>8=>1	238580	559.0	5,13,2,7,(9,10,12),(1,6),8,11,(3,4)	5,13,9,(2,7,10,12),(1,6),8,11,3,4	5,9,13,(2,10),(7,6),11,(1,8),12,(3,4)	5,(9,10),(2,6),(7,11,8),(1,13,3,4),12			4-6	2390.0	7.0
200634092611	ダ	右	1600	晴	良	20:00	サンライズカップ〔H	G	2006-9-26	7	旭川	4	(馬齢)		2	770	4	2	270	5	7	250	4	4.0	130	1.0	2-7	2400	11	2=>7	4980	19.0	2-4-7	4040	12.0	2=>7=>4	29980	91.0	2,4,6,9,1,7,8,3,(5,10),11	2,4,6,(1,9),7,(3,8),(5,10),11	2,(4,7),(1,6,8,11),(3,10),5,9	2,(4,7),(1,8),11,(3,10),(6,5)-9			2-6	2630.0	11.0
200634092701	ダ	右	1000	曇	良	14:30	2歳　未勝利		2006-9-27	7	旭川	5	(規定)		7	330	1	7	210	5	11	140	1	3.0	170	3.0	7-11	1320	6	7=>11	3300	14.0	3-7-11	2160	4.0	7=>11=>3	10960	11.0			7,5,(10,11),(6,8),9,3,(4,12),2,1	7,(5,11),10,(6,8),(3,9),(4,12),(2,1)			6-8	710.0	2.0
200634092702	ダ	右	1500	曇	良	15:00	2歳　未勝利		2006-9-27	7	旭川	5	(規定)		4	3650	6	4	840	10	1	200	2	11.0	210	3.0	1-4	10920	23	4=>1	12040	31.0	1-4-11	22360	53.0	4=>1=>11	180460	314.0	12,4,3,9,11,2,(1,6),7,8,5,10	12,4,(3,9),(2,11),(1,6,7,8),(5,10)	4,9,(2,11),(12,7,8),6,(5,10),(3,1)	4,9,(2,11,8),(6,7),(1,5,10),12,3			1-4	7850.0	20.0
200634092703	ダ	右	1000	雨	良	15:30	アタックチャレンジ競		2006-9-27	7	旭川	5	(規定)		6	360	2	6	260	5	1	150	1	10.0	270	6.0	1-6	550	2	6=>1	1040	3.0	1-6-10	2030	6.0	6=>1=>10	9110	22.0			1,(6,8),(2,10),11,9,3,(5,4,7)	(1,6,8),(2,10,11),9,3,5,(4,7)			1-6	490.0	2.0
200634092704	ダ	右	1500	雨	良	16:00	アタックチャレンジ競		2006-9-27	7	旭川	5	(規定)		7	230	2	7	160	2	10	170	4	11.0	1,020	11.0	7-10	360	1	7=>10	660	2.0	7-10-11	4790	15.0	7=>10=>11	13150	32.0	(7,10),11,8,(1,2,12),6,9,3,4,5	(7,10),(11,8),(1,2,12),6,(3,9),5,4	(7,10),11,8,(1,12),2,(3,6,9,5),4	(7,10,11),(1,8),(12,5),(2,9),6,3,4			6-7	290.0	1.0
200634092705	ダ	右	1000	雨	良	16:30	フレッシュチャレンジ		2006-9-27	7	旭川	5	(規定)		7	320	2	7	200	3	1	1,230	6				1-7	5570	13	7=>1	6870	19.0	1-7-8	2630	9.0	7=>1=>8	17950	49.0			1,7,(4,2),6,8	1,7,(4,2),6,8					
200634092706	ダ	右	1000	雨	稍重	17:00	D3　ー4組		2006-9-27	7	旭川	5	40万円以下	(規定)	8	380	2	8	210	2	12	600	9	6.0	310	4.0	8-12	11230	29	8=>12	48540	82.0	6-8-12	53980	107.0	8=>12=>6	178110	407.0			8,12,3,9,(1,11,7),4,5,(2,10),6	8,12,(1,3,9),(4,11,7),5,2,(6,10)			6-8	530.0	2.0
200634092707	ダ	右	1500	雨	稍重	17:35	D1　ー4組		2006-9-27	7	旭川	5	80万円以下	(規定)	4	7200	10	4	780	11	9	140	1	10.0	680	10.0	4-9	3380	12	4=>9	13110	36.0	4-9-10	50160	108.0	4=>9=>10	410110	714.0	1,(6,9),12,(3,8),4,11,2,10,(7,5)	(1,6,9),12,(3,8),4,(2,11),10,7,5	(1,6,9),(4,12),3,8,(2,10,7),11,5	(1,6,9),4,12,(3,10),8,2,(11,7),5			4-7	4000.0	14.0
200634092708	ダ	右	1000	雨	稍重	18:10	ヒヤデス特別 		2006-9-27	7	旭川	5	160万円以下	(規定)	1	360	3	1	110	1	3	120	2	6.0	260	7.0	1-3	930	2	1=>3	2490	9.0	1-3-6	4900	18.0	1=>3=>6	19690	65.0			(1,8),3,9,6,(5,7),(2,4)	1,8,3,9,6,5,7,(2,4)			1-3	920.0	3.0
200634092709	ダ	右	1000	雨	稍重	18:45	スターマイン特別 		2006-9-27	7	旭川	5	800万円以下	(別定)	4	170	1	4	100	1	11	130	2	6.0	250	6.0	4-11	530	2	4=>11	610	1.0	4-6-11	1430	4.0	4=>11=>6	4630	6.0			6,8,(3,4),2,(11,9,10),(5,7),1=12	6,(8,4),3,(2,11),9,10,(5,7),1=12			4-8	400.0	1.0
200634092710	ダ	右	1600	雨	稍重	19:20	北海道米ななつぼし特 		2006-9-27	7	旭川	5	800万円以下	(別定)	3	210	1	3	120	2	9	240	4	4.0	710	6.0	3-9	490	2	3=>9	830	2.0	3-4-9	5600	18.0	3=>9=>4	14680	36.0	7,9,5,6,3,8,(1,2),4	7,9,(5,6),3,8,(1,2),4	7,9,6,5,(3,8),4,2,1	7,9,(3,6),5,(4,8),2-1			3-8	510.0	2.0
200634092711	ダ	右	1500	雨	重	19:55	アグネスデジタル賞 		2006-9-27	7	旭川	5	(規定)		4	1330	6	4	190	3	6	120	1	12.0	310	6.0	4-6	1620	6	4=>6	3220	13.0	4-6-12	7440	31.0	4=>6=>12	42920	171.0	4,8,10,9,5,(7,12),(1,11),(3,6),2	4,8,10,(5,9),7,12,(1,11),(3,6),2	(4,9,6),8,(5,7),(10,12,2),11,1,3	4,6,9,(8,7),5,12,2,(11,1),10,3			4-5	1580.0	9.0
200634092712	ダ	右	1600	雨	重	20:35	イキューリアス特別 		2006-9-27	7	旭川	5	100万円以下	(規定)	7	5570	10	7	1,130	10	3	230	4	5.0	200	2.0	3-7	23860	37	7=>3	31100	63.0	3-5-7	28500	69.0	7=>3=>5	248690	444.0	2,6,8,(1,3,4),10,5,11,9,7	2,6,8,1,(3,4),(5,10),(9,11)-7	2,(6,8),3,4,5,10,(1,11),9,7	2,(3,6),(5,8),(10,4),(9,11),7,1			3-6	2920.0	10.0
200634092801	ダ	右	1500	雨	重	14:30	2歳　牝馬		2006-9-28	7	旭川	6	牝(規定)		8	350	1	8	110	1	3	200	3	5.0	250	4.0	3-8	680	2	8=>3	1020	2.0	3-5-8	1290	3.0	8=>3=>5	3600	2.0	3,8,11,2,10,(1,6),9,(4,5),7,12	3,8,2,11,(1,6),(4,5,10),9,7,12	(3,8),11,6,5,(2,9),(1,10),4,7,12	(3,8),(6,11),(5,9),(2,1),4,10,(7,12)			3-6	650.0	3.0
200634092802	ダ	右	1000	雨	重	15:00	2歳　未勝利		2006-9-28	7	旭川	6	(規定)		10	540	2	10	200	4	9	710	10	8.0	110	1.0	9-10	3770	15	10=>9	10950	37.0	8-9-10	3400	9.0	10=>9=>8	28070	77.0			(8,9,11),1,10,12,7,2,(3,5),6,4	(8,9,11),1,10,7,(12,5),2,3,6,4			7-7	4710.0	14.0
200634092803	ダ	右	1000	曇	重	15:30	アタックチャレンジ競		2006-9-28	7	旭川	6	(規定)		3	1970	8	3	620	8	1	120	1	8.0	300	6.0	1-3	1110	4	3=>1	3750	12.0	1-3-8	3530	13.0	3=>1=>8	46700	130.0			(1,6),10,(3,12),(7,11),(8,9),2,(4,5)	(1,6),(3,10),(7,12),8,(11,9),2,5,4			1-3	920.0	4.0
200634092804	ダ	右	1000	曇	重	16:00	アタックチャレンジ競		2006-9-28	7	旭川	6	牝(規定)		4	1130	6	4	210	5	5	180	2	6.0	180	3.0	4-5	1090	4	4=>5	3020	12.0	4-5-6	1280	4.0	4=>5=>6	9440	28.0			6,4,(5,10,11),3,7,2,(1,8),9	6,4,(5,10,11),3-7,(2,8),1,9			4-5	800.0	4.0
200634092805	ダ	右	1500	曇	重	16:30	フレッシュチャレンジ		2006-9-28	7	旭川	6	(規定)		2	290	2	2	100	1	5	190	5	3.0	100	2.0	2-5	770	3	2=>5	1550	5.0	2-3-5	750	2.0	2=>5=>3	4080	11.0	1,2,3,(5,7),8,(4,6)	1,2,3,(5,7,8),(4,6)	(1,2),3,5,(7,8),4,6	(1,2),3,5-(4,7),8,6					
200634092806	ダ	右	1000	晴	重	17:05	D1　ー4組		2006-9-28	7	旭川	6	80万円以下	(規定)	4	430	3	4	150	3	12	120	1	11.0	120	2.0	4-12	1230	5	4=>12	2190	8.0	4-11-12	990	3.0	4=>12=>11	7060	16.0			(2,11),9,4,8,1,12,10,5,7,3,6	11,2,(9,4),8,1,12,10,(5,7),3,6			4-8	650.0	3.0
200634092807	ダ	右	1000	晴	重	17:40	2歳　4		2006-9-28	7	旭川	6	100万円以下	(規定)	4	2680	5	4	430	7	8	120	1	1.0	250	4.0	4-8	2760	9	4=>8	14430	31.0	1-4-8	10010	24.0	4=>8=>1	141020	199.0			5,(7,8),(2,4),6,1-3	5,8,7,4,(2,1),6-3					
200634092808	ダ	右	1000	晴	重	18:15	D1　ー3組		2006-9-28	7	旭川	6	80万円以下	(規定)	11	330	1	11	190	1	6	520	10	12.0	270	5.0	6-11	2860	11	11=>6	5040	19.0	6-11-12	9690	37.0	11=>6=>12	59730	203.0			1,(2,3,11),(6,5,9),(4,10),12,8,7	1,(6,2,11),3,5,4,(10,9),(8,12),7			5-8	370.0	1.0
200634092809	ダ	右	1500	晴	重	18:50	ウィナーズチャレンジ 		2006-9-28	7	旭川	6	100万円以下	(規定)	3	650	4	3	130	2	6	160	3	10.0	350	6.0	3-6	1140	3	3=>6	2980	12.0	3-6-10	3440	12.0	3=>6=>10	21640	67.0	1,7,6,3,10,11,(5,9),8,2,4	1763101195824	1,(7,6)-3,10,(5,11),9,(2,8),4	7,(1,6),3,(5,10),11,(2,8,9),4			3-6	950.0	4.0
200634092810	ダ	右	1600	晴	重	19:25	ヘクタープロテクター 		2006-9-28	7	旭川	6	(別定)		2	580	3	2	160	4	6	150	3	9.0	140	2.0	2-6	1490	6	2=>6	2710	11.0	2-6-9	1190	4.0	2=>6=>9	7340	21.0	(2,4),10,(9,5),(6,8),3-1	(2,4),(9,10),5,(3,6),8-1	(2,4),10,9,5,6,3,8-1	2,(9,4,10),(6,5),3-8,1			2-6	1540.0	4.0
200634092811	ダ	右	2100	晴	重	20:00	瑞穂賞〔H2〕	G	2006-9-28	7	旭川	6	(ハンデ)		2	140	1	2	100	1	3	180	3				2-3	250	2	2=>3	380	2.0	2-3-7	210	1.0	2=>3=>7	730	2.0	(2,7)=(3,5),6,4	(2,7)=(3,5),(4,6)	(2,7)=3,(4,6),5	2,7-3,6,4,5					
200634092812	ダ	右	1600	晴	重	20:35	シータス特別 		2006-9-28	7	旭川	6	80万円以下	(規定)	5	520	2	5	130	1	1	220	5	7.0	170	2.0	1-5	1210	5	5=>1	1720	2.0	1-5-7	1470	2.0	5=>1=>7	5480	3.0	(4,5),6,9,14,3,7,13,12,(2,10,11),(8,1)	4,5,6,(3,9,14),7,(13,12),(2,10,11),(8,1)	5,4,(6,7),(3,9,14,13,12),2,(10,1),8,11	5,4,6,(3,7),(9,13),(2,14,10,12,1),8,11			1-4	580.0	2.0
200634100301	ダ	右	1000	晴	稍重	14:30	2歳　未勝利		2006-10-3	8	旭川	1	(規定)		7	320	3	7	110	1	3	140	3	12.0	110	2.0	3-7	470	2	7=>3	1120	2.0	3-7-12	530	1.0	7=>3=>12	2180	2.0			(3,4),12,10,7,(8,11),2,5,9,1,6	(3,4,12),7,(2,8),(10,11),5,9,(1,6)			3-6	500.0	2.0
200634100302	ダ	右	1500	晴	稍重	15:00	2歳　未勝利		2006-10-3	8	旭川	1	(規定)		1	4720	6	1	1,380	12	3	140	1	4.0	1,120	11.0	1-3	4750	14	1=>3	11730	32.0	1-3-4	155030	138.0	1=>3=>4	241750	392.0	(9,3,5),11,12,1,(6,7),8,10,4,2	9,3,5,(1,11),(6,7,12),(8,10),4,2	(9,3),5,(1,6,12),7,(11,8),4,2-10	(9,3),12,(1,5),6,(4,7),8,11,2-10			1-3	4360.0	13.0
200634100303	ダ	右	1000	晴	稍重	15:30	D3　ー4組		2006-10-3	8	旭川	1	40万円以下	(規定)	2	130	1	2	120	1	3	610	10	6.0	430	8.0	2-3	1210	5	2=>3	1440	5.0	2-3-6	3680	11.0	2=>3=>6	11190	28.0			2,4,8,(7,10),6,9,(11,12),5,3,1	2,4,(6,8),(10,9),7,(11,12),(5,3)-1			2-3	1560.0	6.0
200634100304	ダ	右	1000	晴	稍重	16:00	アタックチャレンジ競		2006-10-3	8	旭川	1	(規定)		4	370	2	4	120	2	8	360	5	1.0	190	3.0	4-8	1440	7	4=>8	2730	12.0	1-4-8	2130	7.0	4=>8=>1	9810	30.0			4,9,10,8,(1,2),3,(5,7)-6	4,9,(8,10),1,2,(5,3),7,6			4-7	1600.0	8.0
200634100305	ダ	右	1500	晴	稍重	16:30	D3　ー3組		2006-10-3	8	旭川	1	40万円以下	(規定)	5	170	1	5	100	1	2	100	2	1.0	300	7.0	2-5	180	1	5=>2	300	1.0	1-2-5	1390	4.0	5=>2=>1	2310	6.0	(4,6),8,1,(2,5),3,7	4,6,(1,8),(2,5),3,7	4,(8,5,2),(1,6),3,7	(5,2),(4,8),1-6,(3,7)					
200634100306	ダ	右	1000	晴	稍重	17:00	D3　ー1組		2006-10-3	8	旭川	1	40万円以下	(規定)	6	210	1	6	120	1	4	470	5	1.0	970	9.0	4-6	1390	5	6=>4	1710	7.0	1-4-6	9740	34.0	6=>4=>1	24980	70.0			9,6,(3,10,11),8,5,(7,2),1,4	(6,9),(10,11),(3,8),(5,2),7,(4,1)			4-6	1460.0	6.0
200634100307	ダ	右	1500	晴	稍重	17:35	D2　ー3組		2006-10-3	8	旭川	1	60万円以下	(規定)	4	230	2	4	140	2	2	300	5	6.0	200	3.0	2-4	2230	6	4=>2	3060	10.0	2-4-6	1780	6.0	4=>2=>6	11550	32.0	4,5,6,(2,3),7,8,1	45623781	4,6,(2,3,7),(5,8),1	4,2,(6,7),3,(5,1,8)					
200634100308	ダ	右	1000	晴	稍重	18:10	D2　ー3組		2006-10-3	8	旭川	1	60万円以下	(規定)	3	12160	9	3	1,340	9	8	270	4	7.0	620	7.0	3-8	14660	27	3=>8	25700	49.0	3-7-8	78820	77.0	3=>8=>7	318870	379.0			1,6,(8,9),7,(3,5),4-2	1,(6,8,9),3,(5,7),4-2			3-8	10470.0	22.0
