	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201147122904	ダ	右	1400	曇	重	12:20	サラ系C21組牝馬		2011-12-29	16	笠松	3	牝		4.0	110.0	1.0	4.0	100	1.0	8.0	100	2.0	10.0	150	4.0	4-8	190.0	1.0	4=>8	190.0	1.0	4-8-10	410.0	2.0	4=>8=>10	570.0	2.0		74981061352	7,4,9,8,10,6,1-3,5,2	4,8,7,9,10,6,1-2,5,3			4-7	120.0	1.0	4=>7	150.0	1.0									
201147122905	ダ	右	1600	曇	重	12:50	笠松ホースメンクラブ		2011-12-29	16	笠松	3			3.0	170.0	1.0	3.0	110	1.0	8.0	110	2.0	2.0	130	4.0	3-8	180.0	1.0	3=>8	320.0	1.0	2-3-8	400.0	2.0	3=>8=>2	1120.0	3.0		27384961051.0	27389461051.0	2387496101.0			3-7	180.0	1.0	3=>7	290.0	1.0									
201147122906	ダ	右	1400	曇	重	13:20	サラ系C5組		2011-12-29	16	笠松	3			10.0	130.0	1.0	10.0	100	1.0	8.0	290	6.0	7.0	100	2.0	8-10	1770.0	6.0	10=>8	1710.0	6.0	7-8-10	740.0	4.0	10=>8=>7	4750.0	15.0		71025196834.0	71082951643.0	71089621543.0			7-8	160.0	1.0	8=>7	200.0	1.0									
201147122907	ダ	右	1600	曇	重	13:50	サラ系C2組特選		2011-12-29	16	笠松	3			4.0	190.0	1.0	4.0	100	2.0	8.0	100	1.0	6.0	110	3.0	4-8	220.0	1.0	4=>8	420.0	1.0	4-6-8	180.0	1.0	4=>8=>6	720.0	1.0		6453198710	6458139710	6,4,8,5,1,3,9-7,10			4-7	240.0	1.0	4=>7	470.0	1.0									
201147122908	ダ	右	1400	曇	重	14:50	サラ系C4組		2011-12-29	16	笠松	3			7.0	950.0	5.0	7.0	240	5.0	8.0	230	4.0	6.0	120	1.0	7-8	3280.0	13.0	7=>8	5520.0	24.0	6-7-8	2490.0	11.0	7=>8=>6	19290.0	70.0		79158634102	78913561042	7,8,6,1,9,5,3,10,4-2			7-7	3060.0	11.0	7=>7	4510.0	18.0									
201147122909	ダ	右	1600	曇	重	15:25	岐阜新聞・岐阜放送杯 		2011-12-29	16	笠松	3			1.0	260.0	1.0	1.0	110	2.0	8.0	160	4.0	9.0	110	1.0	1-8	1330.0	5.0	1=>8	1610.0	7.0	1-8-9	1260.0	4.0	1=>8=>9	7590.0	25.0		89107412563	8,9,10,4,7,1,5,2,6-3	8,9,10,4,1,7,5,2,6=3			1-7	1150.0	6.0	1=>7	1770.0	8.0									
201147123001	ダ	右	1400	晴	稍重	10:50	サラ系2歳3組		2011-12-30	16	笠松	4			3.0	330.0	2.0	3.0	180	2.0	7.0	260	4.0	5.0	230	3.0	3-7	1010.0	4.0	3=>7	1800.0	7.0	3-5-7	2900.0	7.0	3=>7=>5	10260.0	29.0		135498762.0	135742986.0	351472869.0			3-7	1310.0	3.0	3=>7	1790.0	5.0									
201147123002	ダ	右	1400	晴	稍重	11:20	サラ系C16組		2011-12-30	16	笠松	4			5.0	100.0	1.0	5.0	100	2.0	9.0	100	1.0	4.0	140	3.0	5-9	200.0	1.0	5=>9	200.0	1.0	4-5-9	270.0	1.0	5=>9=>4	810.0	3.0		79548102163.0	79548102163.0	97542810613.0			5-8	190.0	1.0	5=>8	160.0	1.0									
201147123003	ダ	右	1400	晴	稍重	11:50	サラ系C15組		2011-12-30	16	笠松	4			3.0	610.0	3.0	3.0	110	3.0	9.0	100	2.0	6.0	100	1.0	3-9	450.0	3.0	3=>9	1470.0	7.0	3-6-9	230.0	1.0	3=>9=>6	2600.0	11.0		67931108542	6,7,9,3,10=8-1,5,2,4	6,9,3,7,10=8=1,5,2,4			3-8	770.0	4.0	3=>8	1370.0	8.0									
201147123004	ダ	右	1400	晴	稍重	12:20	サラ系C8組		2011-12-30	16	笠松	4			8.0	2180.0	5.0	8.0	300	5.0	2.0	210	4.0	6.0	110	1.0	2-8	2960.0	9.0	8=>2	9750.0	23.0	2-6-8	1160.0	5.0	8=>2=>6	22720.0	53.0		69817241035.0	69817210435.0	68972110354.0			2-7	1660.0	5.0	7=>2	4520.0	13.0									
201147123005	ダ	右	1400	晴	稍重	12:50	サラ系2歳2組特選		2011-12-30	16	笠松	4			4.0	140.0	1.0	4.0	180	2.0	8.0	230	4.0	1.0	420	5.0	4-8	320.0	1.0	4=>8	480.0	2.0	1-4-8	1440.0	5.0	4=>8=>1	2610.0	8.0		684312975.0	684321759.0	864217359.0			4-8	420.0	2.0	4=>8	530.0	2.0									
201147123006	ダ	右	1600	晴	稍重	13:20	サラ系C6組		2011-12-30	16	笠松	4			1.0	130.0	1.0	1.0	100	1.0	3.0	170	5.0	9.0	160	3.0	1-3	440.0	2.0	1=>3	410.0	2.0	1-3-9	290.0	1.0	1=>3=>9	880.0	2.0		13941068527	1,3,9,4,10,5,8,6,2-7	1,9,3,10,4,5,8,6,2=7			1-3	480.0	2.0	1=>3	410.0	2.0									
201147123007	ダ	右	1400	晴	稍重	13:50	サラ系C7組		2011-12-30	16	笠松	4			1.0	390.0	2.0	1.0	100	1.0	2.0	100	2.0	8.0	130	4.0	1-2	1430.0	6.0	1=>2	1720.0	7.0	1-2-8	2300.0	8.0	1=>2=>8	9780.0	29.0		2810196735.0	2810196735.0	2811096735.0			1-2	1250.0	6.0	1=>2	2230.0	7.0									
201147123008	ダ	右	1600	晴	稍重	14:50	サラ系C14組特選		2011-12-30	16	笠松	4			3.0	780.0	4.0	3.0	170	3.0	7.0	320	5.0	4.0	190	4.0	3-7	3320.0	10.0	3=>7	4870.0	17.0	3-4-7	4690.0	12.0	3=>7=>4	33900.0	83.0		10184736295	10183742695	8,3,1,10,4,7,2,6,9=5			3-7	500.0	2.0	3=>7	1690.0	9.0									
201147123009	ダ	右	1600	晴	稍重	15:25	ライデンリーダー記念	G	2011-12-30	16	笠松	4	(別定)		7.0	330.0	2.0	7.0	100	1.0	5.0	130	2.0	4.0	130	3.0	5-7	310.0	1.0	7=>5	720.0	2.0	4-5-7	560.0	2.0	7=>5=>4	2400.0	7.0		8105279461	8571096241	5,7,8,10,9,6,4,2-1			5-7	230.0	1.0	7=>5	600.0	3.0									
201147123010	ダ	右	1400	晴	稍重	16:00	年末特別 		2011-12-30	16	笠松	4			1.0	610.0	3.0	1.0	150	2.0	3.0	130	1.0	10.0	410	7.0	1-3	360.0	1.0	1=>3	940.0	3.0	1-3-10	1690.0	6.0	1=>3=>10	7510.0	22.0		11059826437.0	11095683247.0	11093682745.0			1-3	330.0	1.0	1=>3	1120.0	3.0									
201147123101	ダ	右	1400	晴	稍重	10:50	サラ系C20組牝馬		2011-12-31	16	笠松	5	牝		9.0	170.0	1.0	9.0	110	3.0	7.0	110	2.0	2.0	100	1.0	7-9	240.0	1.0	9=>7	440.0	1.0	2-7-9	260.0	1.0	9=>7=>2	930.0	1.0		1058936742.0	1059832476.0	9753102486.0			7-8	220.0	1.0	8=>7	580.0	2.0									
201147123102	ダ	右	1400	晴	稍重	11:20	サラ系C19組		2011-12-31	16	笠松	5			8.0	200.0	1.0	8.0	100	1.0	6.0	100	2.0	9.0	110	3.0	6-8	200.0	1.0	8=>6	470.0	3.0	6-8-9	160.0	1.0	8=>6=>9	680.0	2.0		6895723104.0	6892754103.0	6892437105.0			6-7	220.0	1.0	7=>6	420.0	3.0									
201147123103	ダ	右	1400	晴	稍重	11:50	サラ系C18組		2011-12-31	16	笠松	5			7.0	140.0	1.0	7.0	100	1.0	6.0	130	2.0	4.0	190	4.0	6-7	490.0	2.0	7=>6	530.0	3.0	4-6-7	680.0	3.0	7=>6=>4	1670.0	4.0		79268104315.0	76924810513.0	76924105813.0			6-7	520.0	3.0	7=>6	540.0	2.0									
201147123104	ダ	右	1400	晴	稍重	12:20	堀部君佐合君鈴本君笠		2011-12-31	16	笠松	5			10.0	150.0	1.0	10.0	100	1.0	7.0	120	2.0	5.0	340	5.0	7-10	200.0	1.0	10=>7	230.0	1.0	5-7-10	2100.0	4.0	10=>7=>5	2850.0	8.0		10291653784.0	10297581346.0	10729583416.0			7-8	200.0	1.0	8=>7	220.0	1.0									
201147123105	ダ	右	1400	晴	稍重	12:50	サンクス笠松蛭牟田雄		2011-12-31	16	笠松	5			8.0	360.0	2.0	8.0	110	2.0	1.0	100	1.0	6.0	280	6.0	1-8	120.0	1.0	8=>1	480.0	2.0	1-6-8	470.0	3.0	8=>1=>6	2020.0	8.0		31986510427.0	31896510427.0	18369510274.0			1-7	130.0	1.0	7=>1	480.0	2.0									
201147123106	ダ	右	1600	晴	稍重	13:20	昭人&美由紀結		2011-12-31	16	笠松	5			2.0	360.0	3.0	2.0	200	3.0	3.0	290	5.0	9.0	300	6.0	2-3	7520.0	18.0	2=>3	11180.0	30.0	2-3-9	16000.0	31.0	2=>3=>9	161580.0	186.0		79325418610	72935486110	7,2,3,5,9,6,4,8=10,1			2-3	8840.0	18.0	2=>3	13160.0	34.0									
201147123107	ダ	右	1400	晴	稍重	13:50	サラ系C10組		2011-12-31	16	笠松	5			8.0	1630.0	4.0	8.0	210	4.0	1.0	100	1.0	6.0	130	3.0	1-8	1260.0	4.0	8=>1	6430.0	12.0	1-6-8	590.0	3.0	8=>1=>6	21430.0	37.0		61421083759.0	61481023759.0	61843710259.0			1-7	1050.0	3.0	7=>1	4790.0	11.0									
201147123108	ダ	右	1800	晴	稍重	14:50	大晦日特別 		2011-12-31	16	笠松	5			9.0	450.0	3.0	9.0	160	3.0	1.0	200	4.0	4.0	220	5.0	1-9	2800.0	10.0	9=>1	5190.0	20.0	1-4-9	4430.0	15.0	9=>1=>4	24190.0	72.0		534798216	543179826	1,4,5,9,2,7,8,3=6			1-8	2450.0	9.0	8=>1	4060.0	16.0									
201147123109	ダ	右	1900	晴	稍重	15:25	東海ゴールドカップ	G	2011-12-31	16	笠松	5	(ハンデ)		9.0	200.0	1.0	9.0	110	1.0	2.0	130	3.0	4.0	130	2.0	2-9	220.0	1.0	9=>2	460.0	2.0	2-4-9	140.0	1.0	9=>2=>4	610.0	2.0		24961085371.0	24910658371.0	29410365871.0			2-8	190.0	1.0	8=>2	530.0	3.0									
201147123110	ダ	右	1400	晴	稍重	16:00	大垣共立銀行パディン		2011-12-31	16	笠松	5			10.0	240.0	1.0	10.0	110	2.0	8.0	120	3.0	5.0	100	1.0	8-10	300.0	1.0	10=>8	490.0	1.0	5-8-10	190.0	1.0	10=>8=>5	890.0	2.0		59101728436.0	59101284736.0	51098241673.0			7-8	230.0	1.0	8=>7	570.0	3.0									
201147010611	ダ	右	1600	晴	良	16:20	ことぶき特別 		2011-1-6	17	笠松	1			3.0	180.0	1.0	3.0	170	1.0	5.0	420	5.0				3-5	1400.0	6.0	3=>5	1580.0	5.0	1-3-5	720.0	3.0	3=>5=>1	3700.0	11.0		6237154.0	2367154.0	3275614.0																	
201147020201	ダ	右	1400	晴	良	11:00	サラ系3歳3組		2011-2-2	19	笠松	3			8.0	390.0	3.0	8.0	120	2.0	9.0	2,040	9.0	6.0	110	1.0	8-9	23800.0	17.0	8=>9	26140.0	32.0	6-8-9	10100.0	20.0	8=>9=>6	165760.0	148.0		789621435.0	786293415.0	867294315.0			8-8	10290.0	16.0	8=>8	7590.0	24.0									
201147020202	ダ	右	1400	晴	良	11:30	サラ系C13・16組		2011-2-2	19	笠松	3			6.0	100.0	1.0	6.0	100	1.0	5.0	230	4.0	3.0	280	5.0	5-6	310.0	1.0	6=>5	190.0	1.0	3-5-6	1070.0	5.0	6=>5=>3	1670.0	6.0		479136528.0	674539128.0	567349218.0			5-6	210.0	1.0	6=>5	320.0	2.0									
201147020203	ダ	右	1400	晴	良	12:00	サラ系C12組		2011-2-2	19	笠松	3			8.0	170.0	1.0	8.0	100	2.0	7.0	100	1.0	6.0	260	6.0	7-8	170.0	1.0	8=>7	210.0	1.0	6-7-8	1600.0	4.0	8=>7=>6	3040.0	11.0		379862154.0	379862514.0	379862541.0			7-8	130.0	1.0	8=>7	240.0	1.0									
201147020204	ダ	右	1600	晴	良	12:30	サラ系C11組		2011-2-2	19	笠松	3			3.0	120.0	1.0	3.0	110	1.0	8.0	280	5.0	1.0	120	2.0	3-8	1230.0	4.0	3=>8	880.0	4.0	1-3-8	2070.0	8.0	3=>8=>1	4580.0	15.0		381547692.0	385147629.0	381547962.0			3-8	600.0	4.0	3=>8	770.0	4.0									
201147020205	ダ	右	1400	晴	良	13:30	サラ系3歳1組特別 		2011-2-2	19	笠松	3			4.0	1080.0	3.0	4.0	110	3.0	6.0	100	1.0	5.0	100	2.0	4-6	280.0	2.0	4=>6	900.0	4.0	4-5-6	240.0	1.0	4=>6=>5	2270.0	8.0		14675382.0	14657328.0	14653728.0																	
201147020206	ダ	右	1600	晴	良	14:00	サラ系C15組特選		2011-2-2	19	笠松	3			10.0	150.0	1.0	10.0	100	1.0	3.0	130	4.0	4.0	110	2.0	3-10	160.0	1.0	10=>3	260.0	1.0	3-4-10	240.0	1.0	10=>3=>4	660.0	1.0		10281354769.0	10281345769.0	10324816579.0			3-8	140.0	1.0	8=>3	280.0	1.0									
201147020207	ダ	右	1600	晴	良	14:30	サラ系A4・B2組特		2011-2-2	19	笠松	3			3.0	280.0	2.0	3.0	110	1.0	1.0	350	5.0	9.0	400	6.0	1-3	2900.0	10.0	3=>1	3160.0	18.0	1-3-9	5840.0	18.0	3=>1=>9	25710.0	76.0		23468957110.0	32498651710.0	39842615107.0			1-3	3280.0	11.0	3=>1	3170.0	16.0									
201147020402	ダ	右	1400	晴	良	11:30	サラ系C21組		2011-2-4	19	笠松	5			4.0	170.0	1.0	4.0	100	1.0	7.0	100	2.0	5.0	160	4.0	4-7	150.0	1.0	4=>7	260.0	1.0	4-5-7	440.0	2.0	4=>7=>5	1290.0	5.0		45271683.0	45271683.0	47526183.0																	
201147020403	ダ	右	1400	晴	良	12:00	サラ系C20組		2011-2-4	19	笠松	5			7.0	170.0	1.0	7.0	110	2.0	8.0	180	4.0	2.0	120	3.0	7-8	1370.0	4.0	7=>8	1660.0	6.0	2-7-8	600.0	2.0	7=>8=>2	5800.0	20.0		57382461.0	57823461.0	75824361.0																	
201147020404	ダ	右	1400	晴	良	12:35	サラ系C19組牝馬		2011-2-4	19	笠松	5	牝		3.0	130.0	1.0	3.0	100	1.0	4.0	110	2.0	5.0	110	3.0	3-4	230.0	1.0	3=>4	360.0	2.0	3-4-5	700.0	3.0	3=>4=>5	1200.0	4.0		3481562.0	3485162.0	3485612.0																	
201147021505	ダ	右	1600	晴	重	13:00	梅酒のぱかぱか		2011-2-15	20	笠松	2			7.0	140.0	1.0	7.0	100	1.0	9.0	120	3.0	4.0	100	2.0	7-9	700.0	2.0	7=>9	1090.0	3.0	4-7-9	300.0	1.0	7=>9=>4	1500.0	5.0		974631825.0	974163285.0	974136258.0			7-8	760.0	2.0	7=>8	1080.0	3.0									
201147021506	ダ	右	1400	晴	重	13:35	サラ系B2・5組		2011-2-15	20	笠松	2			7.0	580.0	2.0	7.0	120	2.0	3.0	100	1.0	5.0	210	5.0	3-7	190.0	1.0	7=>3	950.0	3.0	3-5-7	400.0	1.0	7=>3=>5	2540.0	7.0		75839101642.0	75831096142.0	75381096241.0			3-7	160.0	1.0	7=>3	620.0	2.0									
201147021507	ダ	右	1600	晴	稍重	14:10	サラ系A3組特別 		2011-2-15	20	笠松	2			10.0	230.0	2.0	10.0	140	2.0	3.0	100	1.0	1.0	140	3.0	3-10	280.0	1.0	10=>3	550.0	2.0	1-3-10	570.0	2.0	10=>3=>1	2660.0	10.0		11039278645.0	11093728465.0	10139728465.0			3-8	310.0	1.0	8=>3	790.0	4.0									
201147021508	ダ	右	1400	晴	稍重	14:45	サラ系B4組特選		2011-2-15	20	笠松	2			7.0	450.0	4.0	7.0	190	4.0	1.0	160	2.0	9.0	260	5.0	1-7	860.0	5.0	7=>1	1000.0	1.0	1-7-9	3050.0	14.0	7=>1=>9	8830.0	32.0		27186931045.0	27168931045.0	72196831045.0			1-7	630.0	3.0	7=>1	1270.0	4.0									
201147021707	ダ	右	1600	曇	良	14:20	サラ系C11組		2011-2-17	20	笠松	4			7.0	130.0	1.0	7.0	100	1.0	6.0	110	2.0	2.0	530	7.0	6-7	160.0	1.0	7=>6	190.0	1.0	2-6-7	1110.0	4.0	7=>6=>2	2330.0	8.0		19725641038.0	19762584310.0	76912548310.0			6-7	170.0	1.0	7=>6	200.0	1.0									
201147021708	ダ	右	1400	曇	良	14:55	サラ系C12組		2011-2-17	20	笠松	4			1.0	220.0	1.0	1.0	100	1.0	6.0	110	2.0	8.0	200	4.0	1-6	220.0	1.0	1=>6	550.0	2.0	1-6-8	1190.0	2.0	1=>6=>8	3300.0	9.0		13658102794.0	16385102794.0	16385102794.0			1-6	260.0	1.0	1=>6	450.0	1.0									
201147021709	ダ	右	1600	曇	良	15:30	東海農政局特別 		2011-2-17	20	笠松	4			10.0	310.0	2.0	10.0	110	1.0	4.0	120	2.0	6.0	770	9.0	4-10	280.0	1.0	10=>4	450.0	1.0	4-6-10	4750.0	10.0	10=>4=>6	9810.0	29.0		56187102439.0	56810174239.0	65107481293.0			4-8	290.0	1.0	8=>4	470.0	1.0									
201147031601	ダ	右	1400	曇	良	11:00	サラ系3歳4組		2011-3-16	21	笠松	4			1.0	1840.0	6.0	1.0	490	6.0	9.0	260	3.0	7.0	450	5.0	1-9	3660.0	12.0	1=>9	9240.0	27.0	1-7-9	5360.0	19.0	1=>9=>7	48410.0	135.0		971452638.0	974152368.0	974153628.0			1-8	3120.0	12.0	1=>8	6890.0	29.0									
201147031602	ダ	右	1400	曇	良	11:30	サラ系3歳3組		2011-3-16	21	笠松	4			3.0	130.0	1.0	3.0	110	1.0	8.0	400	7.0	5.0	160	3.0	3-8	1910.0	7.0	3=>8	1600.0	6.0	3-5-8	2440.0	8.0	3=>8=>5	6540.0	21.0		839561724.0	839526174.0	389561274.0			3-8	200.0	1.0	3=>8	240.0	1.0									
201147031603	ダ	右	1400	曇	良	12:00	サラ系C19組牝馬		2011-3-16	21	笠松	4	牝		8.0	120.0	1.0	8.0	100	1.0	2.0	120	3.0	4.0	180	4.0	2-8	280.0	2.0	8=>2	320.0	2.0	2-4-8	870.0	4.0	8=>2=>4	1390.0	5.0		84725163.0	84725163.0	84725163.0																	
201147031604	ダ	右	1400	曇	良	12:30	サラ系C18組		2011-3-16	21	笠松	4			7.0	290.0	2.0	7.0	100	1.0	3.0	100	2.0	1.0	210	4.0	3-7	140.0	1.0	7=>3	520.0	2.0	1-3-7	470.0	2.0	7=>3=>1	2840.0	8.0		735142869.0	731548269.0	731548269.0			3-7	130.0	1.0	7=>3	840.0	2.0									
201147031605	ダ	右	1400	曇	良	13:00	サラ系C17組		2011-3-16	21	笠松	4			3.0	210.0	1.0	3.0	140	2.0	1.0	200	4.0	7.0	250	5.0	1-3	480.0	2.0	3=>1	730.0	3.0	1-3-7	1960.0	6.0	3=>1=>7	5650.0	18.0		81234576.0	81237564.0	3127645.0																	
201147031606	ダ	右	1400	曇	良	13:35	サラ系C5組		2011-3-16	21	笠松	4			1.0	150.0	1.0	1.0	100	1.0	8.0	100	2.0	10.0	150	4.0	1-8	170.0	1.0	1=>8	220.0	1.0	1-8-10	600.0	4.0	1=>8=>10	1160.0	4.0		11057836429.0	11058736249.0	11058736294.0			1-7	130.0	1.0	1=>7	200.0	1.0									
201147031607	ダ	右	1600	曇	良	14:10	サラ系C4組		2011-3-16	21	笠松	4			2.0	230.0	2.0	2.0	100	2.0	7.0	110	3.0	5.0	100	1.0	2-7	290.0	1.0	2=>7	560.0	1.0	2-5-7	230.0	1.0	2=>7=>5	1350.0	4.0		47185210639.0	47825101639.0	27451086193.0			2-7	290.0	1.0	2=>7	510.0	1.0									
201147031608	ダ	右	1400	曇	良	14:45	サラ系3歳1組特別 		2011-3-16	21	笠松	4			9.0	680.0	3.0	9.0	240	4.0	1.0	340	6.0	7.0	240	5.0	1-9	5240.0	13.0	9=>1	7250.0	13.0	1-7-9	4290.0	13.0	9=>1=>7	34690.0	77.0		9731526104	9371526104	9,3,7,5,1,2,6,10=4			1-8	5100.0	13.0	8=>1	5950.0	14.0									
201147031609	ダ	右	1400	晴	良	15:20	つくし賞		2011-3-16	21	笠松	4	(別定)		4.0	130.0	1.0	4.0	100	1.0	10.0	130	2.0	1.0	180	5.0	4-10	440.0	1.0	4=>10	680.0	3.0	1-4-10	1130.0	5.0	4=>10=>1	2350.0	7.0		10143927586	10431792856	10,4,1,3,7,9,2,5,8=6			4-8	440.0	2.0	4=>8	640.0	3.0									
201147031610	ダ	右	1800	晴	良	15:55	春蘭特別 		2011-3-16	21	笠松	4	(別定)		2.0	130.0	1.0	2.0	100	1.0	7.0	150	5.0	3.0	130	3.0	2-7	830.0	4.0	2=>7	1070.0	5.0	2-3-7	860.0	4.0	2=>7=>3	3830.0	13.0		47103892651.0	47103892561.0	74103289561.0			2-7	840.0	4.0	2=>7	1230.0	5.0									
201147031611	ダ	右	1600	晴	良	16:30	サラ系A4・B2組特		2011-3-16	21	笠松	4			3.0	120.0	1.0	3.0	120	1.0	4.0	190	4.0	8.0	480	6.0	3-4	710.0	3.0	3=>4	840.0	4.0	3-4-8	2430.0	9.0	3=>4=>8	6600.0	22.0		45932816710.0	4593821710.0	4539812710.0			3-4	770.0	3.0	3=>4	760.0	4.0									
201147040608	ダ	右	1600	晴	良	14:25	サラ系B3組特選		2011-4-6	1	笠松	2			8.0	280.0	2.0	8.0	140	3.0	5.0	120	1.0	10.0	230	5.0	5-8	690.0	3.0	8=>5	1010.0	5.0	5-8-10	1860.0	7.0	8=>5=>10	4220.0	14.0		35109874162.0	35810947621.0	85310947261.0			5-7	620.0	3.0	7=>5	910.0	7.0									
201147040707	ダ	右	1600	晴	良	13:55	サラ系B5組		2011-4-7	1	笠松	3			9.0	120.0	1.0	9.0	120	1.0	10.0	130	3.0	2.0	170	4.0	9-10	350.0	3.0	9=>10	480.0	3.0	2-9-10	470.0	3.0	9=>10=>2	1170.0	5.0		11095826743.0	11098526473.0	10918265743.0			8-8	400.0	3.0	8=>8	390.0	2.0									
201147051207	ダ	右	1600	雨	不良	14:05	サラ系C2組特選		2011-5-12	3	笠松	3			9.0	250.0	1.0	9.0	120	1.0	5.0	180	4.0	8.0	400	7.0	5-9	270.0	1.0	9=>5	760.0	1.0	5-8-9	2800.0	8.0	9=>5=>8	8230.0	29.0		58942736110.0	58976413210.0	59876413102.0			5-8	350.0	1.0	8=>5	620.0	1.0									
201147051208	ダ	右	1400	雨	不良	14:40	サラ系B4組		2011-5-12	3	笠松	3			3.0	360.0	2.0	3.0	130	3.0	7.0	130	2.0	1.0	530	6.0	3-7	340.0	2.0	3=>7	900.0	3.0	1-3-7	2110.0	6.0	3=>7=>1	9060.0	25.0		7511093426.0	7351014926.0	3710415269.0			3-7	310.0	2.0	3=>7	800.0	3.0									
201147051209	ダ	右	1600	雨	不良	15:15	サラ系B3組特選		2011-5-12	3	笠松	3			8.0	130.0	1.0	8.0	100	1.0	5.0	130	2.0	7.0	150	4.0	5-8	240.0	1.0	8=>5	330.0	1.0	5-7-8	250.0	1.0	8=>5=>7	870.0	2.0		67825103194.0	78526101349.0	87521104639.0			5-7	230.0	1.0	7=>5	260.0	1.0									
201147052603	ダ	右	1400	曇	良	11:55	サラ系3歳7組		2011-5-26	4	笠松	3			3.0	910.0	3.0	3.0	190	3.0	4.0	430	5.0	8.0	160	2.0	3-4	3620.0	10.0	3=>4	6760.0	18.0	3-4-8	3900.0	10.0	3=>4=>8	29970.0	67.0		13264108759.0	36412857109.0	36428715910.0			3-4	2960.0	10.0	3=>4	4750.0	13.0									
201147052604	ダ	右	1400	曇	良	12:30	サラ系C6組		2011-5-26	4	笠松	3			9.0	190.0	1.0	9.0	110	1.0	3.0	110	2.0	1.0	130	3.0	3-9	250.0	1.0	9=>3	450.0	2.0	1-3-9	230.0	1.0	9=>3=>1	1050.0	1.0		3,6,4,1,9,2,5,8-7	3,6,1,4,9,2-5,8-7	3,9,1,4,6,2=5,8,7			3-8	210.0	1.0	8=>3	480.0	1.0									
201147052605	ダ	右	1600	曇	良	13:05	サラ系C3組		2011-5-26	4	笠松	3			2.0	120.0	1.0	2.0	110	1.0	8.0	170	4.0	1.0	180	5.0	2-8	620.0	3.0	2=>8	880.0	4.0	1-2-8	1610.0	5.0	2=>8=>1	4950.0	17.0		162845793.0	162487539.0	126487359.0			2-8	660.0	3.0	2=>8	810.0	4.0									
201147052606	ダ	右	1400	曇	良	13:40	サラ系C5組		2011-5-26	4	笠松	3			2.0	120.0	1.0	2.0	100	1.0	1.0	120	2.0	4.0	210	5.0	1-2	470.0	2.0	2=>1	540.0	1.0	1-2-4	1070.0	3.0	2=>1=>4	2540.0	4.0		27106419835.0	27104186359.0	27148106359.0			1-2	510.0	3.0	2=>1	780.0	4.0									
201147052607	ダ	右	1600	曇	良	14:15	サラ系C2組特選		2011-5-26	4	笠松	3			9.0	510.0	2.0	9.0	140	3.0	5.0	100	1.0	2.0	180	4.0	5-9	270.0	1.0	9=>5	1320.0	6.0	2-5-9	750.0	3.0	9=>5=>2	6320.0	22.0		91052478613.0	91052487613.0	95210478613.0			5-8	120.0	1.0	8=>5	630.0	2.0									
201147052608	ダ	右	1400	曇	良	14:50	サラ系C4組		2011-5-26	4	笠松	3			1.0	370.0	3.0	1.0	120	1.0	3.0	170	3.0	9.0	140	2.0	1-3	670.0	2.0	1=>3	1540.0	4.0	1-3-9	800.0	1.0	1=>3=>9	3900.0	4.0		13426957108.0	13924657108.0	13926547810.0			1-3	730.0	3.0	1=>3	1880.0	9.0									
201147052609	ダ	右	1400	曇	良	15:25	サラ系B4組特選		2011-5-26	4	笠松	3			8.0	130.0	1.0	8.0	110	1.0	2.0	150	4.0	4.0	120	2.0	2-8	1070.0	3.0	8=>2	1120.0	4.0	2-4-8	880.0	3.0	8=>2=>4	2650.0	8.0		8,9,2,10,6,4,3,7,5=1	8,9,10,2,4,6,3,7,5-1	89210467351			2-7	1050.0	3.0	7=>2	900.0	4.0									
201147052610	ダ	右	1600	曇	良	16:00	日本ライン特別 		2011-5-26	4	笠松	3			7.0	650.0	3.0	7.0	260	5.0	10.0	250	4.0	6.0	210	3.0	7-10	6020.0	13.0	7=>10	11710.0	29.0	6-7-10	5320.0	15.0	7=>10=>6	42710.0	101.0		17610982354	7,10,1,6,9,8,3,2,4-5	7,10,9,1,6,8,3,2,4-5			7-8	330.0	1.0	7=>8	760.0	3.0									
201147052611	ダ	右	1400	曇	良	16:30	飛騨川特別 		2011-5-26	4	笠松	3			10.0	340.0	2.0	10.0	150	2.0	7.0	120	1.0	8.0	170	4.0	7-10	360.0	1.0	10=>7	1030.0	3.0	7-8-10	1080.0	4.0	10=>7=>8	4510.0	10.0		7103851492.0	7105831429.0	7105834129.0			7-8	250.0	1.0	8=>7	810.0	2.0									
