	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
201047042709	ダ	右	1400	雨	重	15:05	サラ系B6組		2010-4-27	2	笠松	2			3	140	1	3	120	1	4	4,610	7	9.0	170	4.0	3-4	15740	14	3=>4	18130	23.0	3-4-9	17910	21.0	3=>4=>9	262710	129.0		37951426108.0	37951426108.0	37945126108.0			3-4	14940.0	11.0	3=>4	18650.0	16.0
201047042710	ダ	右	1600	雨	重	15:40	青葉特別 		2010-4-27	2	笠松	2			2	890	4	2	140	2	3	1,090	8	8.0	170	3.0	2-3	14320	19	2=>3	15960	26.0	2-3-8	15470	28.0	2=>3=>8	147180	175.0		28973541016.0	28957341106.0	28593741106.0			2-3	7280.0	12.0	2=>3	15830.0	24.0
201047042801	ダ	右	1400	晴	不良	11:00	サラ系3歳4組		2010-4-28	2	笠松	3			6	250	2	6	160	2	3	340	4	2.0	220	3.0	3-6	1150	4	6=>3	1940	5.0	2-3-6	1860	7.0	6=>3=>2	9360	23.0		67815324.0	67832514.0	63782415.0								
201047042802	ダ	右	1400	晴	不良	11:25	サラ系3歳3組		2010-4-28	2	笠松	3			4	420	2	4	150	2	3	200	3				3-4	720	3	4=>3	1370	6.0	1-3-4	1440	6.0	4=>3=>1	5960	22.0		4183657.0	4183675.0	4317865.0								
201047042803	ダ	右	1400	晴	不良	11:55	サラ系C17組牝馬		2010-4-28	2	笠松	3	牝		2	1150	4	2	240	4	7	120	2	8.0	170	3.0	2-7	1240	5	2=>7	3550	10.0	2-7-8	1640	4.0	2=>7=>8	15590	33.0		679823154.0	796281534.0	792681534.0			2-7	2440.0	5.0	2=>7	3490.0	8.0
201047042804	ダ	右	1400	晴	不良	12:25	ガンバレ!!笠松けい		2010-4-28	2	笠松	3			3	200	1	3	110	1	1	160	5	6.0	130	2.0	1-3	890	4	3=>1	1100	5.0	1-3-6	450	1.0	3=>1=>6	2640	10.0		167354829.0	167354829.0	163754829.0			1-3	1040.0	5.0	3=>1	1170.0	5.0
201047042805	ダ	右	1400	晴	不良	12:55	サラ系C15組		2010-4-28	2	笠松	3			6	100	1	6	100	1	8	100	2	9.0	140	3.0	6-8	130	1	6=>8	150	1.0	6-8-9	270	1.0	6=>8=>9	530	2.0		896547132.0	986754132.0	689754132.0			6-8	120.0	1.0	6=>8	140.0	1.0
201047042806	ダ	右	1400	晴	重	13:50	サラ系3歳1組特別 		2010-4-28	2	笠松	3			3	4300	8	3	700	6	5	310	3	8.0	920	7.0	3-5	18250	20	3=>5	72450	47.0	3-5-8	106400	53.0	3=>5=>8	271690	219.0		83625147.0	36857241.0	36758241.0								
201047042807	ダ	右	1400	晴	重	14:20	サラ系A5・B3組		2010-4-28	2	笠松	3			1	260	2	1	120	2	9	150	4	5.0	100	1.0	1-9	580	3	1=>9	780	4.0	1-5-9	190	1.0	1=>9=>5	1490	4.0		129735648.0	192576348.0	195627348.0			1-8	500.0	3.0	1=>8	660.0	3.0
201047042808	ダ	右	1400	晴	重	14:50	花吹雪賞		2010-4-28	2	笠松	3	(別定)		3	150	1	3	150	2	4	820	9	10.0	270	4.0	3-4	7380	22	3=>4	8990	30.0	3-4-10	10670	36.0	3=>4=>10	76260	188.0		34956210781.0	43910756812.0	34591026871.0			3-4	6340.0	16.0	3=>4	14010.0	29.0
201047042809	ダ	右	1400	晴	重	15:50	つつじ特別 		2010-4-28	2	笠松	3	(別定)		6	570	2	6	180	5	1	130	1	8.0	150	3.0	1-6	870	3	6=>1	2190	8.0	1-6-8	1230	3.0	6=>1=>8	9770	34.0		17810369524.0	17968310254.0	61978310245.0			1-6	900.0	5.0	6=>1	2950.0	13.0
201047042901	ダ	右	1400	晴	重	11:00	サラ系3歳13組		2010-4-29	2	笠松	4			7	110	1	7	100	1	4	110	2	5.0	170	4.0	4-7	120	1	7=>4	160	1.0	4-5-7	300	2.0	7=>4=>5	490	2.0		578943621.0	578943621.0	754896312.0			4-7	130.0	1.0	7=>4	180.0	1.0
201047042902	ダ	右	1400	晴	重	11:25	中脇修・照子結婚15		2010-4-29	2	笠松	4			5	280	2	5	120	2	3	100	1	1.0	260	5.0	3-5	350	2	5=>3	850	5.0	1-3-5	1190	3.0	5=>3=>1	3770	10.0		953416287.0	953142768.0	539147268.0			3-5	290.0	1.0	5=>3	760.0	4.0
201047042903	ダ	右	1400	晴	重	11:55	バルサミコ酢賞		2010-4-29	2	笠松	4			5	190	1	5	100	1	3	110	2	1.0	620	8.0	3-5	180	1	5=>3	370	1.0	1-3-5	2630	9.0	5=>3=>1	5340	18.0		35894162.0	35694812.0	35961482.0			3-5	200.0	1.0	5=>3	410.0	2.0
201047042904	ダ	右	1400	晴	重	12:25	21・22会結成10		2010-4-29	2	笠松	4			1	160	1	1	100	1	6	100	2	3.0	120	3.0	1-6	130	1	1=>6	180	1.0	1-3-6	150	1.0	1=>6=>3	260	1.0		317968425.0	317698425.0	316794825.0			1-6	120.0	1.0	1=>6	190.0	1.0
201047042905	ダ	右	1600	晴	重	12:55	それゆけ!!熊崎雅俊		2010-4-29	2	笠松	4			4	350	2	4	100	2	5	100	1	2.0	150	4.0	4-5	120	1	4=>5	440	2.0	2-4-5	440	2.0	4=>5=>2	2020	7.0		594287316.0	549287316.0	452987136.0			4-5	120.0	1.0	4=>5	630.0	2.0
201047042906	ダ	右	1400	晴	重	13:50	海づくり大会開催記念		2010-4-29	2	笠松	4			2	110	1	2	110	1	9	250	4	7.0	160	3.0	2-9	740	3	2=>9	810	3.0	2-7-9	1460	5.0	2=>9=>7	3730	13.0		29108147563.0	29101875643.0	29101578643.0			2-8	580.0	2.0	2=>8	600.0	2.0
201047042907	ダ	右	1600	晴	重	14:20	マリオンOPEN2周		2010-4-29	2	笠松	4			3	120	1	3	100	1	6	110	2	7.0	230	6.0	3-6	180	1	3=>6	290	1.0	3-6-7	600	2.0	3=>6=>7	1170	3.0		27635491810.0	27365498110.0	73652498110.0			3-6	160.0	1.0	3=>6	350.0	1.0
201047042908	ダ	右	1800	晴	稍重	15:15	ふじの花特別 		2010-4-29	2	笠松	4			3	690	4	3	200	4	2	100	1				2-3	390	2	3=>2	820	5.0	2-3-5	280	1.0	3=>2=>5	2070	10.0		3415267.0	3425167.0	3245176.0								
201047042909	ダ	右	2500	晴	稍重	15:50	オグリキャップ記念	G	2010-4-29	2	笠松	4	(別定)		4	240	2	4	170	2	5	530	7	10.0	170	3.0	4-5	3600	13	4=>5	4690	17.0	4-5-10	5290	19.0	4=>5=>10	26840	88.0		79485110623.0	45178910236.0	45110893267.0			4-5	3050.0	10.0	4=>5	3810.0	15.0
201047043001	ダ	右	1400	晴	良	11:00	サラ系3歳15組		2010-4-30	2	笠松	5			3	190	1	3	130	2	7	120	1	9.0	2,340	9.0	3-7	200	1	3=>7	420	1.0	3-7-9	7960	16.0	3=>7=>9	24910	60.0		378629145.0	378926145	3,7,9,8,2,1,6,4=5			3-7	210.0	1.0	3=>7	430.0	2.0
201047043002	ダ	右	1400	晴	良	11:30	サラ系3歳14組		2010-4-30	2	笠松	5			2	110	1	2	110	1	6	130	3	9.0	360	6.0	2-6	290	2	2=>6	290	1.0	2-6-9	1480	5.0	2=>6=>9	2290	8.0		92164578.0	9,2,6,1,4,5-7-8	9,2,6,4,1,5-7-8			2-6	260.0	1.0	2=>6	260.0	1.0
201047043003	ダ	右	1400	晴	良	12:00	サラ系C8組		2010-4-30	2	笠松	5			7	1430	5	7	290	5	6	180	4	8.0	130	2.0	6-7	2640	11	7=>6	6180	19.0	6-7-8	1370	7.0	7=>6=>8	18790	59.0		789624531.0	789624531.0	789642351.0			6-7	3270.0	9.0	7=>6	8640.0	18.0
201047043004	ダ	右	1400	晴	良	12:30	サラ系C7組		2010-4-30	2	笠松	5			2	1800	5	2	170	4	6	110	2	7.0	100	1.0	2-6	2560	9	2=>6	10400	22.0	2-6-7	780	3.0	2=>6=>7	16350	45.0		125768439.0	125678349.0	126753849.0			2-6	2770.0	7.0	2=>6	4350.0	13.0
201047043005	ダ	右	1400	晴	良	13:00	サラ系C6組		2010-4-30	2	笠松	5			2	430	2	2	250	2	8	290	4	7.0	330	5.0	2-8	2440	9	2=>8	4090	15.0	2-7-8	2520	8.0	2=>8=>7	15170	47.0		385729416.0	387524916.0	387254916.0			2-8	1660.0	8.0	2=>8	3170.0	14.0
201047043006	ダ	右	1400	晴	良	13:30	サラ系C5組		2010-4-30	2	笠松	5			10	150	1	10	220	3	5	460	5	8.0	250	4.0	5-10	1250	3	10=>5	1140	5.0	5-8-10	1110	4.0	10=>5=>8	3980	11.0		71058293146.0	71085294316.0	10758294316.0			5-8	1090.0	4.0	8=>5	1580.0	4.0
201047043007	ダ	右	1600	晴	良	14:00	マックルファイ		2010-4-30	2	笠松	5			8	240	2	8	100	2	3	100	1	1.0	230	5.0	3-8	140	1	8=>3	400	2.0	1-3-8	1150	5.0	8=>3=>1	2560	10.0		28931061475.0	28931061745.0	28391671045.0			3-7	120.0	1.0	7=>3	450.0	2.0
201047043008	ダ	右	1400	晴	良	14:30	サラ系C4組		2010-4-30	2	笠松	5			5	2850	7	5	410	6	1	300	5	2.0	3,130	9.0	1-5	7880	22	5=>1	15870	40.0	1-2-5	141370	83.0	5=>1=>2	2127490	618.0		18107245369.0	18107245369.0	11025837469.0			1-5	7000.0	15.0	5=>1	37530.0	40.0
201047043009	ダ	右	1400	晴	良	15:00	サラ系B9・C3組		2010-4-30	2	笠松	5			3	1200	6	3	200	5	10	130	1	4.0	160	4.0	3-10	850	5	3=>10	1970	8.0	3-4-10	1060	5.0	3=>10=>4	10240	31.0		23510146987.0	23105416987.0	32104561978.0			3-8	740.0	4.0	3=>8	2190.0	9.0
201047043010	ダ	右	1600	晴	良	15:35	マックル賞		2010-4-30	2	笠松	5			1	200	1	1	120	1	2	140	3	4.0	380	6.0	1-2	240	1	1=>2	430	1.0	1-2-4	1130	3.0	1=>2=>4	2410	6.0		125683479.0	125648379.0	125486379.0			1-2	210.0	1.0	1=>2	380.0	1.0
201047043011	ダ	右	1600	晴	良	16:10	C級チャンピオン 		2010-4-30	2	笠松	5			1	190	1	1	100	1	6	150	4	8.0	110	2.0	1-6	840	3	1=>6	1060	4.0	1-6-8	450	2.0	1=>6=>8	2570	7.0		16983274105.0	16891075342.0	16810957432.0			1-6	800.0	4.0	1=>6	900.0	4.0
201047051001	ダ	右	1400	曇	良	11:00	サラ系3歳8組		2010-5-10	3	笠松	1			6	250	2	6	100	2	3	100	1	5.0	410	6.0	3-6	100	1	6=>3	230	2.0	3-5-6	1160	4.0	6=>3=>5	2700	8.0		36102519874.0	36510219874.0	63511028974.0			3-6	150.0	1.0	6=>3	260.0	2.0
201047051002	ダ	右	1400	曇	良	11:30	サラ系3歳7組		2010-5-10	3	笠松	1			6	100	1	6	100	1	2	130	4	9.0	130	2.0	2-6	370	2	6=>2	360	2.0	2-6-9	300	1.0	6=>2=>9	640	1.0		467932518.0	467935218.0	647952318.0			2-6	380.0	2.0	6=>2	370.0	2.0
201047051003	ダ	右	1400	曇	良	12:00	サラ系3歳6組		2010-5-10	3	笠松	1			9	430	2	9	120	1	5	140	3	8.0	130	2.0	5-9	2550	8	9=>5	2120	11.0	5-8-9	1850	8.0	9=>5=>8	8340	33.0		459238761.0	459872361.0	549872361.0			5-8	810.0	5.0	8=>5	1030.0	4.0
201047051004	ダ	右	1400	曇	良	12:30	サラ系3歳5組		2010-5-10	3	笠松	1			8	1460	5	8	410	7	3	100	1	9.0	180	3.0	3-8	3140	8	8=>3	7080	14.0	3-8-9	2920	10.0	8=>3=>9	60430	92.0		893674251.0	893746521.0	893754612.0			3-8	440.0	2.0	8=>3	2050.0	6.0
201047051005	ダ	右	800	雨	良	13:00	サラ系C21組		2010-5-10	3	笠松	1			3	160	1	3	120	2	8	130	3	5.0	100	1.0	3-8	690	2	3=>8	580	2.0	3-5-8	540	1.0	3=>8=>5	1990	4.0				35810197624.0			3-7	340.0	1.0	3=>7	330.0	1.0
201047051006	ダ	右	1400	雨	良	13:55	サラ系C20組		2010-5-10	3	笠松	1			4	210	1	4	110	1	2	170	4	5.0	140	3.0	2-4	500	2	4=>2	800	2.0	2-4-5	420	1.0	4=>2=>5	1330	2.0		785219436.0	785249361.0	785243691.0			2-4	480.0	2.0	4=>2	690.0	3.0
201047051007	ダ	右	1400	雨	良	14:25	サラ系C19組		2010-5-10	3	笠松	1			4	260	2	4	100	1	5	110	2	1.0	170	5.0	4-5	340	1	4=>5	590	1.0	1-4-5	280	1.0	4=>5=>1	1140	1.0		146982753.0	146987523.0	416598732.0			4-5	360.0	1.0	4=>5	700.0	1.0
201047051008	ダ	右	1600	雨	良	14:55	商号変更記念楽天銀行		2010-5-10	3	笠松	1			3	100	1	3	100	1	2	210	2				2-3	460	2	3=>2	510	3.0	2-3-7	1020	4.0	3=>2=>7	1990	6.0		3471526.0	3471526.0	3475126.0								
201047051009	ダ	右	1800	雨	良	15:30	楽天競馬特別 		2010-5-10	3	笠松	1			3	1030	5	3	190	4	1	100	1	7.0	230	5.0	1-3	900	5	3=>1	2600	11.0	1-3-7	1580	6.0	3=>1=>7	17000	48.0		31572468.0	31274568.0	31274658.0								
201047051010	ダ	右	1400	雨	良	16:00	サラ系C18組牝馬		2010-5-10	3	笠松	1	牝		7	130	1	7	100	1	8	150	4	1.0	120	2.0	7-8	370	2	7=>8	490	2.0	1-7-8	350	1.0	7=>8=>1	1130	3.0		78192356104.0	78912536104.0	78129531064.0			7-7	520.0	4.0	7=>7	380.0	1.0
201047051201	ダ	右	1400	晴	稍重	11:00	サラ系3歳4組		2010-5-12	3	笠松	2			3	130	1	3	280	2	5	660	3				3-5	720	3	3=>5	900	3.0	3-4-5	310	1.0	3=>5=>4	2480	9.0		365241.0	365412.0	354612.0								
201047051202	ダ	右	1400	晴	稍重	11:25	サラ系C17組牝馬		2010-5-12	3	笠松	2	牝		8	210	1	8	110	2	10	110	1	3.0	150	4.0	8-10	200	1	8=>10	570	2.0	3-8-10	400	1.0	8=>10=>3	1210	2.0		43101892765.0	43101872965.0	31081472695.0			7-8	170.0	1.0	7=>8	400.0	2.0
201047051203	ダ	右	1400	晴	稍重	11:55	サラ系C16組		2010-5-12	3	笠松	2			2	380	2	2	100	2	6	100	1	4.0	180	5.0	2-6	130	1	2=>6	330	2.0	2-4-6	370	2.0	2=>6=>4	1560	7.0		462985713.0	462985713.0	624985713.0			2-6	140.0	1.0	2=>6	390.0	2.0
201047051204	ダ	右	1400	晴	稍重	12:25	サラ系3歳1組特別 		2010-5-12	3	笠松	2			2	450	3	2	250	3	5	320	4				2-5	1320	6	2=>5	3000	9.0	2-4-5	970	4.0	2=>5=>4	5890	19.0		35241.0	35241	5,3,2,4=1								
201047051205	ダ	右	1400	晴	稍重	12:55	サラ系B4・7組		2010-5-12	3	笠松	2			6	130	1	6	100	2	7	100	1	5.0	100	3.0	6-7	120	1	6=>7	190	1.0	5-6-7	170	1.0	6=>7=>5	320	1.0		169357824.0	617593842.0	675198432.0			6-7	110.0	1.0	6=>7	150.0	1.0
201047051206	ダ	右	1600	晴	稍重	13:25	サラ系B6組特選		2010-5-12	3	笠松	2			3	170	1	3	120	2	7	100	1	2.0	180	4.0	3-7	340	1	3=>7	570	1.0	2-3-7	750	2.0	3=>7=>2	1680	2.0		23879110654.0	23875109614.0	32875106914.0			3-7	340.0	1.0	3=>7	470.0	1.0
201047051207	ダ	右	1400	晴	稍重	13:55	サラ系C15組		2010-5-12	3	笠松	2			2	150	1	2	130	2	5	140	4	3.0	140	3.0	2-5	390	2	2=>5	560	2.0	2-3-5	280	1.0	2=>5=>3	1140	3.0		231547968.0	235149768.0	253149768.0			2-5	350.0	2.0	2=>5	650.0	3.0
201047051208	ダ	右	1400	晴	稍重	14:25	若鮎賞		2010-5-12	3	笠松	2	(別定)		7	390	3	7	140	3	8	140	1	9.0	180	4.0	7-8	480	3	7=>8	900	5.0	7-8-9	2630	9.0	7=>8=>9	9140	26.0		781945623.0	789165423.0	789165234.0			7-8	450.0	3.0	7=>8	1210.0	6.0
201047051301	ダ	右	1400	晴	良	11:00	サラ系3歳11組		2010-5-13	3	笠松	3			3	160	1	3	100	1	6	160	4	8.0	120	3.0	3-6	1160	4	3=>6	990	4.0	3-6-8	810	3.0	3=>6=>8	4590	14.0		435698721.0	439768512.0	364987512.0			3-6	1250.0	4.0	3=>6	1050.0	5.0
201047051302	ダ	右	1400	晴	良	11:25	サラ系3歳10組		2010-5-13	3	笠松	3			8	440	2	8	100	1	7	100	2	9.0	240	6.0	7-8	110	1	8=>7	560	2.0	7-8-9	590	3.0	8=>7=>9	2390	8.0		789431652.0	784931652.0	784931652.0			7-8	110.0	1.0	8=>7	710.0	2.0
201047051303	ダ	右	1400	晴	良	11:55	サラ系3歳9組		2010-5-13	3	笠松	3			6	150	1	6	120	1	9	130	2	8.0	210	6.0	6-9	320	1	6=>9	400	1.0	6-8-9	1440	7.0	6=>9=>8	2540	7.0		16795483210.0	16798524310.0	61978245310.0			6-8	280.0	1.0	6=>8	480.0	1.0
201047051304	ダ	右	1400	晴	良	12:25	サラ系C5組		2010-5-13	3	笠松	3			5	130	1	5	100	1	9	120	3	2.0	100	2.0	5-9	270	2	5=>9	350	2.0	2-5-9	200	1.0	5=>9=>2	520	2.0		234659871.0	239564871.0	295364781.0			5-8	300.0	2.0	5=>8	300.0	2.0
201047051401	ダ	右	1400	晴	良	11:00	サラ系3歳13組		2010-5-14	3	笠松	4			8	420	2	8	170	3	7	110	1	6.0	1,740	8.0	7-8	260	1	8=>7	520	3.0	6-7-8	21010	29.0	8=>7=>6	61660	103.0		184975632.0	187495632.0	817496352.0			7-8	200.0	1.0	8=>7	460.0	2.0
201047051402	ダ	右	1400	晴	良	11:25	サラ系3歳12組		2010-5-14	3	笠松	4			8	200	1	8	130	1	9	350	5	7.0	1,180	8.0	8-9	2000	7	8=>9	2650	12.0	7-8-9	32770	38.0	8=>9=>7	65340	116.0		38956724110.0	38957246110.0	38957421106.0			7-8	1120.0	6.0	7=>8	1160.0	4.0
201047051403	ダ	右	1400	晴	良	11:55	サラ系C14組		2010-5-14	3	笠松	4			7	110	1	7	120	2	8	230	3	5.0	280	4.0	7-8	650	3	7=>8	910	4.0	5-7-8	1350	5.0	7=>8=>5	2540	8.0		8745362.0	8745362.0	8754632.0								
201047051404	ダ	右	1400	晴	良	12:25	サラ系C10・13組		2010-5-14	3	笠松	4			9	100	1	9	100	1	2	550	8	5.0	260	4.0	2-9	2060	5	9=>2	2000	6.0	2-5-9	3280	14.0	9=>2=>5	14030	42.0		192534687.0	192534687.0	912543687.0			2-8	2300.0	8.0	8=>2	1810.0	7.0
201047051405	ダ	右	1400	晴	良	12:55	サラ系C9組		2010-5-14	3	笠松	4			5	110	1	5	100	1	9	100	2	2.0	170	4.0	5-9	150	1	5=>9	160	1.0	2-5-9	590	2.0	5=>9=>2	890	3.0		596327814.0	596327841.0	952673841.0			5-8	160.0	1.0	5=>8	170.0	1.0
201047051406	ダ	右	1400	晴	良	13:25	サラ系C8組		2010-5-14	3	笠松	4			2	120	1	2	100	1	9	100	2	10.0	750	10.0	2-9	130	1	2=>9	180	1.0	2-9-10	5210	11.0	2=>9=>10	9610	25.0		19103284756.0	19210384576.0	29110384576.0			2-8	130.0	1.0	2=>8	180.0	1.0
201047051407	ダ	右	1600	晴	良	13:55	サラ系C6組		2010-5-14	3	笠松	4			1	150	1	1	110	1	4	230	5	2.0	660	9.0	1-4	1030	4	1=>4	1440	4.0	1-2-4	11350	35.0	1=>4=>2	34150	100.0		89154721063.0	89145276103.0	18945276103.0			1-4	1140.0	5.0	1=>4	1140.0	4.0
201047051408	ダ	右	1400	晴	良	14:25	サラ系C7組		2010-5-14	3	笠松	4			5	130	1	5	120	1	4	130	3	10.0	150	4.0	4-5	910	4	5=>4	1130	5.0	4-5-10	760	4.0	5=>4=>10	3440	10.0		28109451376.0	25810941376.0	52810491736.0			4-5	1020.0	5.0	5=>4	1240.0	5.0
201047051409	ダ	右	1400	晴	良	15:00	サラ系C12組特選		2010-5-14	3	笠松	4			8	220	2	8	140	2	1	210	4	10.0	480	5.0	1-8	1220	4	8=>1	2870	8.0	1-8-10	7610	15.0	8=>1=>10	18690	37.0		28101745396.0	28101745396.0	82101743956.0			1-7	480.0	2.0	7=>1	630.0	3.0
201047051410	ダ	右	1600	晴	良	15:35	かがり火特別 		2010-5-14	3	笠松	4			3	130	1	3	110	1	6	180	3	1.0	270	4.0	3-6	460	2	3=>6	530	2.0	1-3-6	1610	6.0	3=>6=>1	3620	10.0		361987452.0	361987542.0	361987542.0			3-6	370.0	2.0	3=>6	440.0	3.0
201047051411	ダ	右	1600	晴	良	16:10	屋形船特別 		2010-5-14	3	笠松	4			3	540	3	3	150	3	10	120	1	4.0	160	4.0	3-10	440	2	3=>10	1820	5.0	3-4-10	730	3.0	3=>10=>4	6050	16.0		23104651879.0	32541018769.0	35410281796.0			3-8	350.0	2.0	3=>8	1670.0	6.0
201047051412	ダ	右	1400	晴	良	16:45	東海クラウン 		2010-5-14	3	笠松	4			8	240	2	8	110	2	2	230	5	3.0	100	1.0	2-8	4980	15	8=>2	5190	13.0	2-3-8	2490	8.0	8=>2=>3	19240	56.0		38725146910.0	83571264910.0	38217564910.0			2-7	4550.0	10.0	7=>2	4130.0	12.0
201047052401	ダ	右	1400	雨	不良	11:00	サラ系3歳6組		2010-5-24	4	笠松	1			8	110	1	8	190	2	9	950	6	5.0	460	4.0	8-9	640	2	8=>9	710	3.0	5-8-9	2130	5.0	8=>9=>5	4130	11.0		89157210436.0	89517103246.0	89571103426.0			7-8	360.0	2.0	7=>8	360.0	2.0
201047052402	ダ	右	1400	雨	不良	11:30	サラ系3歳5組		2010-5-24	4	笠松	1			9	4310	8	9	800	8	3	630	7	8.0	230	4.0	3-9	14550	25	9=>3	50910	54.0	3-8-9	28320	44.0	9=>3=>8	366710	300.0		10549238671.0	10549238176	10,9,5,4,3,8,2,1,7-6			3-8	4780.0	12.0	8=>3	6250.0	17.0
201047052403	ダ	右	1400	雨	不良	12:00	サラ系3歳4組		2010-5-24	4	笠松	1			10	340	2	10	180	3	1	1,020	9	4.0	440	7.0	1-10	54980	35	10=>1	64880	62.0	1-4-10	65270	67.0	10=>1=>4	552600	391.0		21081543967.0	21081543796	10,8,2,1,5,4,3,7,9-6			1-8	16930.0	18.0	8=>1	23650.0	25.0
201047052404	ダ	右	1600	雨	不良	12:30	サラ系B2組特選		2010-5-24	4	笠松	1			3	400	3	3	230	3	7	310	4				3-7	760	4	3=>7	1520	7.0	3-5-7	1620	8.0	3=>7=>5	7530	33.0		1376524.0	3176542	3,1,7,5,6,4=2								
201047052405	ダ	右	800	雨	不良	13:00	サラ系C19組		2010-5-24	4	笠松	1			8	220	1	8	120	2	1	210	5	5.0	100	1.0	1-8	1030	2	8=>1	1060	2.0	1-5-8	1100	2.0	8=>1=>5	4520	7.0				18354109276.0			1-7	1110.0	4.0	7=>1	1890.0	6.0
201047052406	ダ	右	1400	雨	不良	13:55	サラ系C18組		2010-5-24	4	笠松	1			9	570	3	9	180	3	10	220	5	8.0	130	2.0	9-10	2290	8	9=>10	3450	12.0	8-9-10	1280	4.0	9=>10=>8	10630	36.0		91028736415.0	91038274615.0	91083426715.0			8-8	2350.0	7.0	8=>8	1640.0	8.0
201047052407	ダ	右	1400	雨	不良	14:25	サラ系C17組		2010-5-24	4	笠松	1			4	720	3	4	130	3	9	120	2	5.0	100	1.0	4-9	700	2	4=>9	2060	6.0	4-5-9	360	1.0	4=>9=>5	4160	12.0		25641093178.0	25469103178.0	59241063178.0			4-8	740.0	3.0	4=>8	1390.0	5.0
201047052408	ダ	右	1400	雨	不良	14:55	サラ系C16組		2010-5-24	4	笠松	1			7	540	3	7	230	5	9	160	2	8.0	200	4.0	7-9	950	3	7=>9	2890	12.0	7-8-9	1530	6.0	7=>9=>8	7970	30.0		37981410256.0	37981410526	7,3,9,8,1,4,10,5,2-6			7-8	630.0	3.0	7=>8	680.0	1.0
201047052409	ダ	右	1600	雨	不良	15:30	A・G・I 		2010-5-24	4	笠松	1	(別定)		2	300	2	2	120	2	3	100	1	7.0	370	8.0	2-3	200	1	2=>3	770	2.0	2-3-7	4640	14.0	2=>3=>7	12490	37.0		29836541017.0	23659104178.0	23956107481.0			2-3	180.0	1.0	2=>3	630.0	2.0
201047052601	ダ	右	1400	曇	重	11:00	サラ系3歳3組		2010-5-26	4	笠松	2			6	2300	6	6	360	6	1	430	7	8.0	210	3.0	1-6	6390	17	6=>1	20180	48.0	1-6-8	18930	42.0	6=>1=>8	155740	266.0		897465132.0	897641352.0	879641325.0			1-6	6710.0	19.0	6=>1	18900.0	46.0
201047052602	ダ	右	1400	曇	重	11:25	サラ系C15組		2010-5-26	4	笠松	2			6	3490	5	6	180	5	9	100	1	7.0	110	2.0	6-9	2640	7	6=>9	18750	21.0	6-7-9	1860	6.0	6=>9=>7	44840	51.0		56978410321.0	56978410321.0	69578431021.0			6-8	2250.0	7.0	6=>8	21400.0	22.0
201047052603	ダ	右	1400	曇	重	11:55	サラ系C14組		2010-5-26	4	笠松	2			2	270	2	2	160	4	3	340	5	1.0	110	1.0	2-3	2440	7	2=>3	4200	16.0	1-2-3	1640	5.0	2=>3=>1	12190	35.0		831429765.0	834162759	8,3,1,4,6,2,7,5-9			2-3	3120.0	11.0	2=>3	4040.0	15.0
201047052604	ダ	右	1400	曇	重	12:25	サラ系B7組		2010-5-26	4	笠松	2			1	220	1	1	100	1	5	120	2	7.0	160	4.0	1-5	340	2	1=>5	620	1.0	1-5-7	4660	12.0	1=>5=>7	12950	38.0		931526748.0	391572648.0	315972648.0			1-5	320.0	1.0	1=>5	500.0	1.0
201047052605	ダ	右	1400	曇	重	12:55	サラ系B4組		2010-5-26	4	笠松	2			9	450	3	9	100	1	6	100	2	7.0	110	3.0	6-9	140	1	9=>6	540	2.0	6-7-9	300	1.0	9=>6=>7	1320	4.0		697825134.0	697281534.0	967215384.0			6-8	150.0	1.0	8=>6	390.0	2.0
201047052606	ダ	右	1400	曇	重	13:25	サラ系B6組特選		2010-5-26	4	笠松	2			6	120	1	6	140	1	8	360	6	1.0	2,340	10.0	6-8	1540	3	6=>8	1070	4.0	1-6-8	129180	62.0	6=>8=>1	199600	135.0		35692107814.0	35692108147.0	36592810147.0			6-7	1230.0	3.0	6=>7	1400.0	4.0
201047052607	ダ	右	1600	曇	重	13:55	サラ系A4・B3組特		2010-5-26	4	笠松	2			4	200	1	4	110	1	9	130	3	6.0	170	4.0	4-9	840	3	4=>9	1390	8.0	4-6-9	940	4.0	4=>9=>6	4710	20.0		89110256473.0	91486510723.0	94167105823.0			4-8	810.0	4.0	4=>8	1710.0	6.0
201047052608	ダ	右	1400	曇	稍重	14:25	サラ系3歳1組特別 		2010-5-26	4	笠松	2			4	600	4	4	230	5	6	360	6	2.0	180	2.0	4-6	3690	15	4=>6	8470	27.0	2-4-6	4230	19.0	4=>6=>2	42700	136.0		36714825.0	36741825.0	36714825.0								
