	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201247081707	ダ	右	1400	晴	良	14:00	サラ系C12組		2012-8-17	8	笠松	4			9.0	270.0	2.0	9.0	110	1.0	8.0	110	2.0	4.0	190	5.0	8-8	200.0	1.0	8-9	200.0	1.0				9=>8	390.0	2.0	4-8-9	620.0	2.0	9=>8=>4	1830.0	7.0		96384721.0	96384712.0	98436712.0			8-9	140	1.0	4-9	360	6.0	4-8	350	4.0
201247081708	ダ	右	1400	晴	良	14:30	サラ系C11組		2012-8-17	8	笠松	4			10.0	410.0	3.0	10.0	160	3.0	4.0	460	6.0	5.0	190	4.0	4-8	5340.0	9.0	4-10	13280.0	19.0				10=>4	19940.0	29.0	4-5-10	20730.0	29.0	10=>4=>5	171610.0	160.0		49101352867.0	49101352876.0	41059312876.0			4-10	1,480	16.0	5-10	520	6.0	4-5	2,470	18.0
201247081709	ダ	右	1400	晴	良	15:05	水素水36モンド金賞		2012-8-17	8	笠松	4			2.0	960.0	4.0	2.0	160	4.0	7.0	110	1.0	1.0	150	3.0	2-7	1350.0	6.0	2-7	1170.0	4.0				2=>7	3320.0	11.0	1-2-7	1750.0	6.0	2=>7=>1	14330.0	36.0		46751298.0	45276198.0	74521698.0			2-7	410	5.0	1-2	440	6.0	1-7	350	4.0
201247081710	ダ	右	1600	晴	良	15:40	葉月特別 		2012-8-17	8	笠松	4			3.0	170.0	1.0	3.0	150	2.0	1.0	330	4.0							1-3	2590.0	7.0				3=>1	3900.0	10.0	1-3-7	2450.0	7.0	3=>1=>7	13110.0	36.0		7321465.0	7312465.0	7314265.0			1-3	590	8.0	3-7	250	3.0	1-7	810	9.0
201247081711	ダ	右	1400	晴	良	16:15	C級チャンピオン 		2012-8-17	8	笠松	4			9.0	220.0	1.0	9.0	110	1.0	8.0	170	3.0	10.0	180	4.0	7-8	430.0	2.0	8-9	920.0	4.0				9=>8	1420.0	5.0	8-9-10	1250.0	5.0	9=>8=>10	4810.0	12.0		29108456713.0	92108436751.0	92810436751.0			8-9	390	3.0	9-10	390	4.0	8-10	700	10.0
201247081712	ダ	右	1600	晴	良	16:45	くろゆり賞	G	2012-8-17	8	笠松	4	(別定)		10.0	110.0	1.0	10.0	100	1.0	9.0	410	7.0	2.0	190	3.0	8-8	1330.0	5.0	9-10	1340.0	5.0				10=>9	1300.0	5.0	2-9-10	2390.0	8.0	10=>9=>2	7800.0	24.0		10623415987.0	10263415987.0	10326145987.0			9-10	600	6.0	2-10	120	1.0	2-9	1,530	17.0
201247082901	ダ	右	1400	曇	良	11:00	サラ系3歳3組		2012-8-29	9	笠松	2			3.0	140.0	1.0	3.0	100	1.0	9.0	230	5.0	7.0	120	2.0	3-8	820.0	4.0	3-9	850.0	4.0				3=>9	1030.0	4.0	3-7-9	730.0	4.0	3=>9=>7	3530.0	12.0		473296815.0	473296185.0	437962185.0			3-9	260	4.0	3-7	130	1.0	7-9	700	8.0
201247082902	ダ	右	1400	曇	良	11:35	サラ系C5組		2012-8-29	9	笠松	2			2.0	250.0	1.0	2.0	100	2.0	9.0	100	1.0	1.0	140	3.0	2-8	230.0	1.0	2-9	310.0	1.0				2=>9	680.0	2.0	1-2-9	710.0	2.0	2=>9=>1	2720.0	5.0		987263145.0	923817654.0	923186754.0			2-9	130	1.0	1-2	310	5.0	1-9	270	3.0
201247082903	ダ	右	1400	曇	良	12:10	サラ系C4組		2012-8-29	9	笠松	2			8.0	130.0	1.0	8.0	100	1.0	5.0	100	2.0	7.0	400	7.0	5-8	130.0	1.0	5-8	120.0	1.0				8=>5	160.0	1.0	5-7-8	1370.0	4.0	8=>5=>7	2240.0	8.0		216938547.0	182756934.0	187592364.0			5-8	110	1.0	7-8	860	10.0	5-7	830	9.0
201247082904	ダ	右	1400	曇	良	12:45	サラ系B5・C3組		2012-8-29	9	笠松	2			9.0	3710.0	7.0	9.0	550	7.0	1.0	190	3.0	7.0	340	6.0	1-8	660.0	4.0	1-9	4470.0	15.0				9=>1	14120.0	32.0	1-7-9	17650.0	36.0	9=>1=>7	168640.0	246.0		867145932.0	867195432.0	876913452.0			1-9	640	7.0	7-9	3,340	22.0	1-7	970	11.0
201247082905	ダ	右	1400	曇	良	13:20	奥庭田のエース高木勝		2012-8-29	9	笠松	2			6.0	180.0	1.0	6.0	150	3.0	8.0	740	8.0	1.0	130	1.0	6-8	1100.0	5.0	6-8	18670.0	27.0				6=>8	18580.0	43.0	1-6-8	17920.0	43.0	6=>8=>1	173380.0	293.0		951642783	9,5-1,6,4,2,8,7,3	591648273			6-8	1,620	17.0	1-6	480	6.0	1-8	3,030	28.0
201247082906	ダ	右	1400	曇	良	13:55	サラ系C2組特選		2012-8-29	9	笠松	2			10.0	240.0	2.0	10.0	120	2.0	1.0	100	1.0	6.0	250	5.0	1-8	210.0	1.0	1-10	220.0	1.0				10=>1	570.0	2.0	1-6-10	700.0	3.0	10=>1=>6	1770.0	3.0		21061453978.0	21061549738.0	10621459738.0			1-10	150	1.0	6-10	340	6.0	1-6	320	5.0
201247082907	ダ	右	1600	曇	良	14:30	サラ系A4組特選		2012-8-29	9	笠松	2			4.0	260.0	2.0	4.0	100	1.0	5.0	100	2.0	1.0	100	3.0	4-5	450.0	3.0	4-5	360.0	2.0				4=>5	750.0	6.0	1-4-5	150.0	1.0	4=>5=>1	1030.0	4.0		17324856910	51437289610	1,5,4,3,7,2,8,9,6-10			4-5	120	2.0	1-4	150	3.0	1-5	110	1.0
201247082908	ダ	右	1400	曇	良	15:05	サラ系3歳1組特別 		2012-8-29	9	笠松	2			8.0	110.0	1.0	8.0	110	1.0	4.0	120	2.0	3.0	150	3.0				4-8	510.0	3.0				8=>4	670.0	2.0	3-4-8	1080.0	4.0	8=>4=>3	3490.0	11.0		36758412.0	37865421.0	38746521.0			4-8	230	2.0	3-8	390	4.0	3-4	690	10.0
201247083001	ダ	右	1400	晴	良	11:00	サラ系3歳10組		2012-8-30	9	笠松	3			3.0	500.0	3.0	3.0	180	3.0	6.0	110	1.0	7.0	290	5.0				3-6	710.0	3.0				3=>6	1690.0	6.0	3-6-7	4110.0	8.0	3=>6=>7	12680.0	26.0		84635712.0	84365712.0	38645721.0			3-6	200	3.0	3-7	560	6.0	6-7	370	5.0
201247083002	ダ	右	1400	晴	良	11:35	サラ系3歳9組		2012-8-30	9	笠松	3			1.0	190.0	2.0	1.0	100	1.0	6.0	100	3.0	5.0	100	2.0				1-6	1140.0	3.0				1=>6	2080.0	5.0	1-5-6	170.0	1.0	1=>6=>5	2330.0	8.0		23516748.0	51267438.0	15627843.0			1-6	140	3.0	1-5	110	1.0	5-6	130	2.0
201247083003	ダ	右	1400	晴	良	12:10	サラ系3歳8組		2012-8-30	9	笠松	3			4.0	310.0	2.0	4.0	100	2.0	3.0	100	1.0	1.0	100	3.0				3-4	310.0	2.0				4=>3	670.0	4.0	1-3-4	140.0	1.0	4=>3=>1	960.0	4.0		53618742.0	53618742.0	53614827.0			3-4	100	1.0	1-4	100	3.0	1-3	100	2.0
201247083004	ダ	右	1400	晴	良	12:45	サラ系C17組		2012-8-30	9	笠松	3			1.0	170.0	1.0	1.0	120	1.0	3.0	120	3.0	2.0	220	5.0	1-3	260.0	1.0	1-3	300.0	1.0				1=>3	440.0	1.0	1-2-3	390.0	1.0	1=>3=>2	970.0	1.0		213678495	1,2,3-6,7,4,8-5,9	1,3,2-6,7,4,8-5,9			1-3	160	1.0	1-2	440	6.0	2-3	300	3.0
201247083005	ダ	右	1400	晴	良	13:20	サラ系C13・16組		2012-8-30	9	笠松	3			9.0	140.0	1.0	9.0	120	1.0	3.0	390	7.0	8.0	280	6.0	3-8	2160.0	6.0	3-9	2060.0	7.0				9=>3	2400.0	9.0	3-8-9	5750.0	16.0	9=>3=>8	29510.0	59.0		789235641	7,8,9,2,3,5,6-4,1	7,9,8,2,3,5,6-4,1			3-9	970	10.0	8-9	720	9.0	3-8	2,560	20.0
201247083006	ダ	右	1400	晴	良	13:55	サラ系C12組		2012-8-30	9	笠松	3			4.0	280.0	2.0	4.0	110	2.0	5.0	170	4.0	6.0	100	1.0	4-5	1080.0	5.0	4-5	1260.0	5.0				4=>5	1510.0	6.0	4-5-6	550.0	2.0	4=>5=>6	2730.0	10.0		53162487.0	56341278.0	56431278.0			4-5	490	7.0	4-6	140	1.0	5-6	320	5.0
201247083007	ダ	右	1400	晴	良	14:30	サラ系C11組		2012-8-30	9	笠松	3			8.0	1130.0	5.0	8.0	140	3.0	2.0	340	5.0	4.0	130	2.0	2-8	970.0	5.0	2-8	1670.0	8.0				8=>2	4960.0	15.0	2-4-8	1270.0	5.0	8=>2=>4	17310.0	47.0		924378651.0	924873651.0	924875631.0			2-8	490	8.0	4-8	310	3.0	2-4	320	4.0
201247083008	ダ	右	1400	晴	良	15:05	サラ系C10組		2012-8-30	9	笠松	3			2.0	590.0	4.0	2.0	100	1.0	4.0	120	2.0	8.0	130	3.0	2-4	720.0	4.0	2-4	700.0	4.0				2=>4	1590.0	6.0	2-4-8	670.0	2.0	2=>4=>8	4200.0	12.0		94728110356.0	94827110536.0	48921710563.0			2-4	260	4.0	2-8	250	2.0	4-8	260	3.0
201247083009	ダ	右	1400	晴	良	15:40	サラ系C15組特選		2012-8-30	9	笠松	3			9.0	490.0	2.0	9.0	110	2.0	6.0	200	5.0	5.0	100	1.0	6-8	1320.0	5.0	6-9	1700.0	6.0				9=>6	2420.0	8.0	5-6-9	310.0	1.0	9=>6=>5	2300.0	7.0		695371842.0	695317842.0	695317482.0			6-9	230	3.0	5-9	130	1.0	5-6	210	2.0
201247083102	ダ	右	1400	曇	良	11:30	サラ系3歳12組		2012-8-31	9	笠松	4			1.0	140.0	1.0	1.0	100	1.0	7.0	140	3.0	3.0	170	4.0	1-7	250.0	1.0	1-7	350.0	1.0				1=>7	340.0	1.0	1-3-7	290.0	1.0	1=>7=>3	830.0	1.0		31795410628	3,1,7=9,6,4,5,2,10,8	1,3,7=6,8,5,10,2,9,4			1-7	130	1.0	1-3	200	2.0	3-7	350	5.0
201247083103	ダ	右	1400	曇	良	12:05	サラ系3歳11組		2012-8-31	9	笠松	4			2.0	250.0	2.0	2.0	100	1.0	5.0	310	7.0	10.0	110	2.0	2-5	3810.0	10.0	2-5	3330.0	10.0				2=>5	4010.0	14.0	2-5-10	1170.0	4.0	2=>5=>10	11460.0	32.0		10372541896	10,3,7,5,2,4,1-8,9,6	10,3,5,7,2,4,1-9,8-6			2-5	690	8.0	2-10	120	1.0	5-10	770	10.0
201247083104	ダ	右	1600	曇	良	12:40	舟山特別 		2012-8-31	9	笠松	4			2.0	120.0	1.0	2.0	100	1.0	6.0	270	4.0							2-6	640.0	3.0				2=>6	780.0	4.0	1-2-6	660.0	4.0	2=>6=>1	1800.0	8.0		621543.0	621543.0	621543.0			2-6	180	3.0	1-2	130	1.0	1-6	530	9.0
201247083105	ダ	右	1400	曇	良	13:15	サラ系2歳1組特選		2012-8-31	9	笠松	4			6.0	780.0	3.0	6.0	130	4.0	5.0	120	2.0	8.0	100	1.0				5-6	1170.0	5.0				6=>5	2880.0	13.0	5-6-8	580.0	1.0	6=>5=>8	5360.0	20.0		36817425.0	36815472.0	68531472.0			5-6	310	4.0	6-8	220	3.0	5-8	140	1.0
201247083106	ダ	右	1400	曇	良	13:50	サラ系C8組		2012-8-31	9	笠松	4			3.0	680.0	4.0	3.0	200	4.0	5.0	140	3.0	1.0	100	1.0	3-5	940.0	4.0	3-5	1040.0	5.0				3=>5	2550.0	11.0	1-3-5	410.0	1.0	3=>5=>1	5650.0	24.0		45613210798	4,5,6,2,1,3=10,7,9,8	5,2,6,3,1,4=10,7,8,9			3-5	200	2.0	1-3	280	6.0	1-5	150	1.0
201247083107	ダ	右	1400	曇	良	14:25	サラ系C7組		2012-8-31	9	笠松	4			4.0	490.0	3.0	4.0	160	3.0	10.0	250	5.0	7.0	110	1.0	4-8	2530.0	8.0	4-10	2490.0	8.0				4=>10	6020.0	17.0	4-7-10	1620.0	6.0	4=>10=>7	18110.0	51.0		57961034821.0	54796103812.0	45710639128.0			4-10	430	5.0	4-7	210	2.0	7-10	410	4.0
201247083108	ダ	右	1400	曇	良	15:00	サラ系C6組		2012-8-31	9	笠松	4			10.0	150.0	1.0	10.0	100	1.0	7.0	110	2.0	8.0	250	6.0	7-8	170.0	1.0	7-10	230.0	1.0				10=>7	390.0	1.0	7-8-10	630.0	2.0	10=>7=>8	1680.0	3.0		98531014276.0	98105374162.0	81095731462.0			7-10	140	1.0	8-10	300	5.0	7-8	380	7.0
201247091201	ダ	右	1400	晴	良	11:00	サラ系3歳4組		2012-9-12	10	笠松	2			8.0	150.0	1.0	8.0	110	1.0	7.0	540	6.0	10.0	250	4.0	7-7	1580.0	6.0	7-8	1420.0	6.0				8=>7	2730.0	8.0	7-8-10	3460.0	9.0	8=>7=>10	11850.0	37.0		58107192643.0	58107162943.0	81051764239.0			7-8	1,090	12.0	8-10	380	4.0	7-10	1,140	14.0
201247091202	ダ	右	1400	晴	良	11:30	サラ系3歳3組		2012-9-12	10	笠松	2			6.0	250.0	1.0	6.0	140	2.0	3.0	110	1.0	10.0	330	6.0	3-6	360.0	1.0	3-6	280.0	1.0				6=>3	590.0	2.0	3-6-10	3340.0	11.0	6=>3=>10	7720.0	30.0		68231951047	6,8,3,2,5,1,9,10,4=7	6,8,3,5,2,10,9,1,4=7			3-6	230	2.0	6-10	860	11.0	3-10	1,090	13.0
201247091204	ダ	右	1400	晴	良	12:30	サラ系C9組		2012-9-12	10	笠松	2			8.0	100.0	1.0	8.0	100	1.0	1.0	130	3.0	7.0	110	2.0	1-7	430.0	3.0	1-8	460.0	2.0				8=>1	510.0	3.0	1-7-8	420.0	1.0	8=>1=>7	960.0	2.0		29718641053	9,7,8,2,1,4,6,10,5-3	8,7,1,9,2,4,5,6,10=3			1-8	140	2.0	7-8	130	1.0	1-7	390	6.0
201247091205	ダ	右	1400	晴	良	13:00	サラ系C8組		2012-9-12	10	笠松	2			9.0	1020.0	4.0	9.0	160	4.0	6.0	100	1.0	2.0	100	2.0	6-8	520.0	3.0	6-9	760.0	3.0				9=>6	2650.0	11.0	2-6-9	680.0	3.0	9=>6=>2	8440.0	28.0		56871029143.0	56891072413.0	56981024731.0			6-9	280	4.0	2-9	270	3.0	2-6	140	1.0
201247091206	ダ	右	1400	晴	良	13:30	サラ系3歳2組特選		2012-9-12	10	笠松	2			9.0	170.0	1.0	9.0	110	1.0	10.0	140	3.0	6.0	210	5.0	8-8	290.0	1.0	9-10	360.0	1.0				9=>10	500.0	1.0	6-9-10	490.0	1.0	9=>10=>6	1700.0	1.0		19103467825	19106387425	1,9,10,6,3,8,7-5,4,2			9-10	130	1.0	6-9	280	3.0	6-10	390	8.0
201247091207	ダ	右	1400	晴	良	14:05	サラ系B5組		2012-9-12	10	笠松	2			7.0	210.0	1.0	7.0	200	3.0	3.0	550	5.0	9.0	1,710	9.0	3-7	2980.0	7.0	3-7	2810.0	9.0				7=>3	3610.0	12.0	3-7-9	19790.0	37.0	7=>3=>9	52020.0	111.0		10849765132.0	31098672451.0	37910682541.0			3-7	610	6.0	7-9	1,790	18.0	3-9	6,410	37.0
201247091208	ダ	右	1400	晴	良	14:40	サラ系B4組		2012-9-12	10	笠松	2			2.0	3010.0	8.0	2.0	520	7.0	9.0	120	1.0	8.0	220	4.0	2-8	2430.0	10.0	2-9	2900.0	10.0				2=>9	11550.0	35.0	2-8-9	4540.0	12.0	2=>9=>8	96580.0	228.0		12978610354	2,1,9,7,8,6,10,3,5=4	2,9,7,8,10,1,6-3,5=4			2-9	1,070	12.0	2-8	1,570	18.0	8-9	220	2.0
201247091209	ダ	右	1400	晴	良	15:15	サラ系3歳1組特別 		2012-9-12	10	笠松	2			5.0	140.0	1.0	5.0	100	1.0	7.0	320	6.0	4.0	500	7.0	5-7	980.0	3.0	5-7	950.0	3.0				5=>7	1410.0	5.0	4-5-7	6130.0	15.0	5=>7=>4	18590.0	43.0		24987106135.0	24798615310.0	42789531610.0			5-7	420	4.0	4-5	810	6.0	4-7	4,370	27.0
201247091401	ダ	右	1400	晴	良	11:00	サラ系3歳12組		2012-9-14	10	笠松	4			9.0	140.0	1.0	9.0	100	1.0	6.0	140	4.0	7.0	130	3.0	6-8	320.0	2.0	6-9	310.0	1.0				9=>6	430.0	2.0	6-7-9	340.0	1.0	9=>6=>7	1100.0	2.0		769458123.0	967548123.0	967548123.0			6-9	140	1.0	7-9	140	2.0	6-7	190	3.0
201247091402	ダ	右	1400	曇	良	11:30	サラ系3歳11組		2012-9-14	10	笠松	4			2.0	460.0	2.0	2.0	160	3.0	9.0	100	1.0	7.0	660	8.0	2-8	330.0	2.0	2-9	410.0	2.0				2=>9	890.0	3.0	2-7-9	4540.0	16.0	2=>9=>7	16800.0	55.0		521894736	528914736	5,2,9,1,8,7,4,3=6			2-9	270	4.0	2-7	2,090	18.0	7-9	800	12.0
201247091403	ダ	右	1400	曇	良	12:00	サラ系3歳10組		2012-9-14	10	笠松	4			7.0	390.0	2.0	7.0	170	2.0	6.0	480	6.0	2.0	200	4.0				6-7	3120.0	10.0				7=>6	6220.0	20.0	2-6-7	3120.0	12.0	7=>6=>2	17260.0	57.0		27658413	2,7,6,4,8,5,1-3	7,2,6,4,8,1,5-3			6-7	930	13.0	2-7	260	3.0	2-6	1,070	14.0
201247091404	ダ	右	1400	雨	稍重	12:30	サラ系3歳9組		2012-9-14	10	笠松	4			3.0	380.0	3.0	3.0	130	2.0	7.0	130	4.0	5.0	100	1.0	3-7	870.0	4.0	3-7	910.0	4.0				3=>7	2050.0	9.0	3-5-7	350.0	1.0	3=>7=>5	3780.0	14.0		734529816	734528916	7,3,4,5,2,8,9,1-6			3-7	320	6.0	3-5	170	2.0	5-7	130	1.0
201247091405	ダ	右	1400	雨	稍重	13:00	サラ系C13・16組		2012-9-14	10	笠松	4			10.0	1190.0	4.0	10.0	370	5.0	8.0	150	3.0	6.0	200	4.0	7-8	450.0	3.0	8-10	10090.0	18.0				10=>8	15780.0	33.0	6-8-10	8450.0	22.0	10=>8=>6	106450.0	161.0		79106381254.0	71093861254.0	10873614952.0			8-10	2,080	18.0	6-10	840	8.0	6-8	750	7.0
201247091406	ダ	右	1400	雨	不良	13:30	サラ系C12組		2012-9-14	10	笠松	4			7.0	280.0	1.0	7.0	190	4.0	5.0	270	5.0	1.0	170	3.0	5-7	2070.0	8.0	5-7	2500.0	13.0				7=>5	5860.0	29.0	1-5-7	2940.0	10.0	7=>5=>1	24020.0	68.0		4711025639	4710152639	4,7,5,1,10,2-6,3,9			5-7	920	15.0	1-7	310	4.0	1-5	1,060	17.0
201247091407	ダ	右	1400	雨	不良	14:05	サラ系C11組		2012-9-14	10	笠松	4			9.0	3180.0	6.0	9.0	300	5.0	6.0	310	6.0	5.0	100	1.0	6-8	880.0	4.0	6-9	5830.0	13.0				9=>6	11780.0	25.0	5-6-9	5500.0	14.0	9=>6=>5	92990.0	129.0		10926385174.0	10962835174.0	91062853147.0			6-9	2,530	17.0	5-9	830	9.0	5-6	760	7.0
201247091408	ダ	右	1400	雨	不良	14:40	水素水36モンド金賞		2012-9-14	10	笠松	4			9.0	190.0	1.0	9.0	120	1.0	2.0	200	4.0	5.0	130	2.0	2-8	1540.0	7.0	2-9	1740.0	7.0				9=>2	2730.0	11.0	2-5-9	970.0	4.0	9=>2=>5	5150.0	13.0		25967831014.0	25961073814.0	29561073841.0			2-9	430	5.0	5-9	170	1.0	2-5	880	14.0
201247091409	ダ	右	1400	雨	不良	15:15	なでしこ特別 		2012-9-14	10	笠松	4			9.0	340.0	2.0	9.0	140	2.0	10.0	530	8.0	4.0	320	6.0	8-8	1790.0	10.0	9-10	2850.0	15.0				9=>10	2520.0	15.0	4-9-10	8690.0	26.0	9=>10=>4	38870.0	109.0		5910174862.0	5910417826.0	9510471286.0			9-10	930	15.0	4-9	730	12.0	4-10	3,770	34.0
201247091410	ダ	右	1900	曇	不良	15:50	オータムカップ	G	2012-9-14	10	笠松	4	(別定)		6.0	150.0	1.0	6.0	100	2.0	7.0	100	1.0	9.0	160	4.0	6-7	170.0	1.0	6-7	140.0	1.0				6=>7	270.0	1.0	6-7-9	360.0	2.0	6=>7=>9	1060.0	3.0		3,9,6,7,1,2,4,5-10-8	9,7,6,3,1,2,4,10,5=8	6,7,9,2,3,1,4,10=5=8			6-7	130	1.0	6-9	230	2.0	7-9	290	4.0
201247092401	ダ	右	1400	晴	良	11:00	サラ系3歳9組		2012-9-24	10	笠松	5			8.0	160.0	1.0	8.0	100	1.0	3.0	100	2.0	1.0	120	3.0	3-7	190.0	1.0	3-8	160.0	1.0				8=>3	210.0	1.0	1-3-8	210.0	1.0	8=>3=>1	470.0	1.0		38194105762.0	38911045672.0	83191056472.0			3-8	100	1.0	1-8	130	2.0	1-3	180	3.0
201247092402	ダ	右	1400	晴	良	11:30	サラ系3歳8組		2012-9-24	10	笠松	5			10.0	120.0	1.0	10.0	100	2.0	5.0	100	1.0	9.0	100	3.0	5-8	150.0	1.0	5-10	180.0	1.0				10=>5	190.0	1.0	5-9-10	260.0	1.0	10=>5=>9	500.0	1.0		51091624837.0	51019624738.0	10591642378.0			5-10	100	1.0	9-10	130	2.0	5-9	150	3.0
201247100901	ダ	右	1400	晴	良	11:00	サラ系3歳10組		2012-10-9	11	笠松	1			8.0	1760.0	5.0	8.0	410	4.0	7.0	660	5.0	4.0	2,490	8.0	7-7	2120.0	7.0	7-8	5210.0	12.0				8=>7	14220.0	24.0	4-7-8	92380.0	57.0	8=>7=>4	1464050.0	349.0		6110837495.0	3610187495.0	6387141095.0			7-8	1,150	8.0	4-8	13,590	25.0	4-7	20,350	28.0
201247100902	ダ	右	1400	晴	良	11:35	サラ系3歳9組		2012-10-9	11	笠松	1			10.0	4550.0	5.0	10.0	280	6.0	5.0	130	1.0	9.0	150	3.0	5-8	620.0	4.0	5-10	1040.0	5.0				10=>5	5030.0	16.0	5-9-10	3230.0	10.0	10=>5=>9	27320.0	61.0		91081567432.0	91085164372.0	91058164327.0			5-10	1,650	7.0	9-10	2,440	10.0	5-9	960	3.0
201247100903	ダ	右	1400	晴	良	12:10	サラ系3歳8組		2012-10-9	11	笠松	1			8.0	220.0	2.0	8.0	100	2.0	3.0	140	3.0	2.0	100	1.0	3-8	4460.0	13.0	3-8	4180.0	8.0				8=>3	4000.0	13.0	2-3-8	1640.0	4.0	8=>3=>2	12950.0	39.0		468573921	4,6,5,8,7,2,9,3-1	8,6,4,5,7,2,3,9-1			3-8	660	9.0	2-8	130	1.0	2-3	650	8.0
201247100904	ダ	右	1400	晴	良	12:45	サラ系3歳7組		2012-10-9	11	笠松	1			1.0	110.0	1.0	1.0	100	1.0	4.0	150	2.0	10.0	530	9.0	1-4	190.0	1.0	1-4	170.0	1.0				1=>4	190.0	1.0	1-4-10	3920.0	12.0	1=>4=>10	5950.0	16.0		15471089623.0	15471089263.0	14510782693.0			1-4	170	1.0	1-10	2,130	19.0	4-10	2,970	26.0
201247101001	ダ	右	1400	曇	良	11:00	サラ系3歳14組		2012-10-10	11	笠松	2			6.0	410.0	2.0	6.0	110	2.0	10.0	100	1.0	3.0	170	4.0	6-8	280.0	1.0	6-10	250.0	1.0				6=>10	820.0	4.0	3-6-10	540.0	3.0	6=>10=>3	4630.0	14.0		26103789541	26103789541	6,2,10,7,3,9,8,5-4,1			6-10	130	2.0	3-6	510	6.0	3-10	250	3.0
201247101002	ダ	右	1400	曇	良	11:30	サラ系3歳13組		2012-10-10	11	笠松	2			4.0	230.0	1.0	4.0	100	1.0	5.0	460	6.0	2.0	220	4.0	4-5	2170.0	8.0	4-5	3390.0	10.0				4=>5	2670.0	8.0	2-4-5	1990.0	5.0	4=>5=>2	12530.0	42.0		59104182367.0	59410182367.0	54910128367.0			4-5	1,260	13.0	2-4	320	3.0	2-5	3,620	24.0
201247101003	ダ	右	1400	曇	良	12:00	サラ系3歳12組		2012-10-10	11	笠松	2			7.0	1030.0	4.0	7.0	240	4.0	8.0	370	7.0	10.0	160	2.0	7-7	2540.0	7.0	7-8	3160.0	13.0				7=>8	6300.0	19.0	7-8-10	3970.0	15.0	7=>8=>10	28050.0	70.0		37649821051	7,4,(3,6,9),8,10-2,1,5	7,(4,6,9,8),10,3=2,1,5			7-8	630	8.0	7-10	400	5.0	8-10	450	7.0
201247101004	ダ	右	1400	曇	良	12:35	サラ系3歳11組		2012-10-10	11	笠松	2			6.0	330.0	3.0	6.0	100	2.0	7.0	110	3.0	3.0	100	1.0	6-7	480.0	3.0	6-7	310.0	2.0				6=>7	820.0	6.0	3-6-7	240.0	1.0	6=>7=>3	1530.0	6.0		37864910152.0	37684910152.0	73610894512.0			6-7	160	3.0	3-6	110	1.0	3-7	140	2.0
201247101005	ダ	右	1400	曇	良	13:10	サラ系C10組		2012-10-10	11	笠松	2			2.0	430.0	2.0	2.0	100	1.0	10.0	220	5.0	7.0	130	2.0	2-8	630.0	2.0	2-10	1400.0	5.0				2=>10	1760.0	6.0	2-7-10	2130.0	7.0	2=>10=>7	10490.0	30.0		19102348675.0	19103248675.0	19103247865.0			2-10	490	5.0	2-7	520	7.0	7-10	270	2.0
201247101006	ダ	右	1400	曇	良	13:45	サラ系C9組		2012-10-10	11	笠松	2			6.0	190.0	1.0	6.0	110	1.0	9.0	300	6.0	5.0	120	2.0	6-8	300.0	2.0	6-9	740.0	3.0				6=>9	1210.0	4.0	5-6-9	620.0	2.0	6=>9=>5	2850.0	9.0		3672510914.0	6375109214.0	6375109214.0			6-9	260	4.0	5-6	170	1.0	5-9	410	6.0
201247101007	ダ	右	1600	曇	良	14:20	サラ系C8組		2012-10-10	11	笠松	2			8.0	5350.0	9.0	8.0	1,400	10.0	1.0	160	2.0	9.0	290	5.0	1-7	660.0	5.0	1-8	9690.0	21.0				8=>1	17610.0	41.0	1-8-9	40230.0	58.0	8=>1=>9	174150.0	267.0		48711035926	48710319562	4,8,7,9,10,1,5,3,6=2			1-8	4,220	24.0	8-9	5,600	29.0	1-9	460	6.0
201247101008	ダ	右	1400	曇	良	14:55	サラ系A5・B3組		2012-10-10	11	笠松	2			9.0	600.0	4.0	9.0	150	2.0	2.0	180	5.0	6.0	240	6.0	2-8	5780.0	14.0	2-9	4870.0	14.0				9=>2	10710.0	26.0	2-6-9	10660.0	23.0	9=>2=>6	80090.0	134.0		29384611075.0	29678431105.0	29647813105.0			2-9	2,330	14.0	6-9	750	9.0	2-6	2,840	16.0
201247101009	ダ	右	1800	曇	良	15:30	三番叟特別 		2012-10-10	11	笠松	2	(別定)		9.0	250.0	1.0	9.0	120	2.0	8.0	100	1.0	4.0	370	8.0	7-8	210.0	1.0	8-9	270.0	1.0				9=>8	530.0	2.0	4-8-9	2650.0	10.0	9=>8=>4	5480.0	17.0		68795101432.0	68910754132.0	89610745132.0			8-9	140	1.0	4-9	730	10.0	4-8	550	9.0
