	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201248041906	ダ	右	1400	晴	良	13:55	サラC8組		2012-4-19	2	名古屋	3	(定量)		6	170	1	6.0	100	1.0	3.0	100	2.0	3-6	250	1	6=>3	390	1.0	3-6-7	280	1.0	6=>3=>7	900	1.0		276934581.0	276398541.0	762395481.0			7.0	170	4.0	3-6	230.0	1.0	6=>3	380.0	1.0									
201248041907	ダ	右	1400	晴	良	14:30	サラC7組		2012-4-19	2	名古屋	3	(定量)		4	100	1	4.0	100	1.0	1.0	100	2.0	1-4	110	1	4=>1	150	1.0	1-4-9	240	1.0	4=>1=>9	370	1.0		1910458273	1941058273	1,9,4,10,5,8,2-7,3			9.0	120	3.0	1-4	110.0	1.0	4=>1	160.0	1.0									
201248041908	ダ	右	1400	晴	良	15:05	佐賀から嫁いで2周年		2012-4-19	2	名古屋	3	(定量)		2	540	5	2.0	180	2.0	6.0	250	5.0	2-6	1020	3	2=>6	3790	16.0	2-6-10	3030	11.0	2=>6=>10	16130	54.0		46110259783.0	46105219783.0	61025419783.0			10.0	180	3.0	2-6	1330.0	6.0	2=>6	2530.0	11.0									
201248041909	ダ	右	1600	晴	良	15:40	サラB6組		2012-4-19	2	名古屋	3	(定量)		4	120	1	4.0	100	1.0	3.0	170	4.0	3-4	430	3	4=>3	500	3.0	3-4-6	570	2.0	4=>3=>6	1460	5.0		12435678	1,4,2,3,7,6,5-8	14327658			6.0	110	2.0															
201248041910	ダ	右	1400	晴	良	16:15	サラB5組		2012-4-19	2	名古屋	3	(定量)		2	860	2	2.0	290	4.0	5.0	900	7.0	2-5	25910	23	2=>5	92790	45.0	2-5-6	93870	50.0	2=>5=>6	466390	234.0		239576184.0	235967184.0	235679148.0			6.0	740	6.0	2-5	19940.0	19.0	2=>5	45980.0	35.0									
201248041911	ダ	右	1600	晴	良	16:45	マーガレット特別 		2012-4-19	2	名古屋	3	(定量)		2	120	1	2.0	120	2.0	1.0	150	3.0	1-2	230	1	2=>1	350	1.0	1-2-9	650	2.0	2=>1=>9	1240	3.0		1,2,6,(3,10),7,5,9,12,4,8,11	121037659812411	121073965812114			9.0	250	4.0	1-2	300.0	2.0	2=>1	340.0	2.0									
201248042001	ダ	右	800	小雨	良	11:00	花南ヴィクトリア1才		2012-4-20	2	名古屋	4	(定量)		6	210	1	6.0	100	1.0	4.0	120	3.0	4-6	400	2	6=>4	770	4.0	4-6-7	300	1.0	6=>4=>7	1550	3.0				46739125.0			7.0	120	2.0	4-6	420.0	2.0	6=>4	1010.0	3.0									
201248042002	ダ	右	1400	小雨	良	11:30	サラ3歳8組		2012-4-20	2	名古屋	4	(定量)		8	450	3	8.0	100	3.0	2.0	100	2.0	2-8	520	3	8=>2	1580	7.0	1-2-8	170	1.0	8=>2=>1	2470	8.0		189246573	1,8,9,2,6,4,7,5-3	1,8,2,9,(4,5,6,7),3			1.0	100	1.0	2-8	760.0	3.0	8=>2	1640.0	7.0									
201248042003	ダ	右	1400	小雨	良	12:05	サラ3歳7組		2012-4-20	2	名古屋	4	(定量)		7	3710	7	7.0	470	6.0	8.0	540	7.0	7-8	19040	21	7=>8	24070	39.0	7-8-9	11740	26.0	7=>8=>9	125460	167.0		785926413	7,8,(5,9),4,2,6,1,3	785942631			9.0	160	2.0	7-8	4330.0	11.0	7=>8	8730.0	22.0									
201248042004	ダ	右	1400	小雨	稍重	12:40	サラC5組		2012-4-20	2	名古屋	4	(定量)		1	130	1	1.0	100	1.0	7.0	120	2.0	1-7	140	1	1=>7	170	1.0	1-6-7	550	3.0	1=>7=>6	1010	4.0		1476532.0	1476532.0	1765432.0																				
201248042005	ダ	右	1400	小雨	稍重	13:15	サラC4組		2012-4-20	2	名古屋	4	(定量)		1	130	1	1.0	130	2.0	7.0	130	3.0	1-7	230	1	1=>7	320	1.0	1-2-7	710	3.0	1=>7=>2	1220	4.0		17862354	1,7,(2,8),6,3,5,4	1,7,6,(2,8),3,5,4			2.0	150	4.0															
201248042006	ダ	右	1400	小雨	重	13:50	サラC3組		2012-4-20	2	名古屋	4	(定量)		7	340	3	7.0	130	2.0	1.0	280	5.0	1-7	3900	12	7=>1	5100	18.0	1-6-7	1770	6.0	7=>1=>6	20460	58.0		11094672835.0	11064972835.0	16742810935.0			6.0	130	3.0	1-7	3120.0	13.0	7=>1	6300.0	23.0									
201248042007	ダ	右	1400	小雨	重	14:25	サラC2組		2012-4-20	2	名古屋	4	(定量)		3	110	1	3.0	100	1.0	1.0	130	4.0	1-3	360	2	3=>1	430	2.0	1-3-8	290	1.0	3=>1=>8	900	4.0		3,7,(6,9),10,1,8,4,2	3691810742	3861910274			8.0	110	2.0	1-3	520.0	3.0	3=>1	430.0	2.0									
201248042008	ダ	右	1400	小雨	重	15:00	アイティ・コネクト記		2012-4-20	2	名古屋	4	(定量)		1	270	2	1.0	200	3.0	2.0	150	2.0	1-2	470	2	1=>2	910	4.0	1-2-3	3870	11.0	1=>2=>3	12410	34.0		14826573.0	14826573.0	14283756.0			3.0	800	7.0															
201248042009	ダ	右	1400	小雨	重	15:35	サラB7組		2012-4-20	2	名古屋	4	(定量)		5	130	1	5.0	100	2.0	6.0	100	1.0	5-6	150	1	5=>6	190	1.0	2-5-6	370	2.0	5=>6=>2	520	2.0		562138749.0	562138794.0	561237894.0			2.0	140	4.0	5-6	130.0	1.0	5=>6	210.0	1.0									
201248042010	ダ	右	1600	小雨	重	16:10	卯の花特別 		2012-4-20	2	名古屋	4	(定量)		5	170	1	5.0	100	1.0	2.0	700	9.0	2-5	9760	18	5=>2	6790	18.0	2-5-8	5370	17.0	5=>2=>8	39130	81.0		5,7,8,(2,4,10),3,6,9,1	57824610913	5,(2,7,8),3,4,1,6,9,10			8.0	110	2.0	2-5	8660.0	14.0	5=>2	9980.0	21.0									
201248042011	ダ	右	1800	小雨	重	16:40	吉野桜特別 		2012-4-20	2	名古屋	4	(別定)		2	340	2	2.0	150	2.0	1.0	290	7.0	1-2	1650	6	2=>1	2040	6.0	1-2-4	6980	29.0	2=>1=>4	21060	69.0		2,4,(1,9),10,5,3,6,8,7	24913561087	24153698107			4.0	180	3.0	1-2	1650.0	7.0	2=>1	2150.0	10.0									
201248050101	ダ	右	800	晴	良	11:00	サラC22組		2012-5-1	3	名古屋	2	(定量)		4	240	2	4.0	100	1.0	6.0	1,070	7.0	4-6	6620	11	4=>6	8560	15.0	4-6-9	21100	28.0	4=>6=>9	75810	112.0				462983175.0			9.0	240	4.0	4-6	8300.0	14.0	4=>6	14060.0	18.0									
201248050102	ダ	右	1400	晴	良	11:30	サラC21組		2012-5-1	3	名古屋	2	(定量)		2	160	1	2.0	100	1.0	8.0	140	4.0	2-8	250	1	2=>8	450	2.0	2-5-8	240	1.0	2=>8=>5	770	1.0		278491365	2,7,8,(1,4,6),(3,5,9)	2-7,8,1,5,4,6,3,9			5.0	130	2.0	2-8	270.0	1.0	2=>8	400.0	1.0									
201248050103	ダ	右	1400	晴	良	12:00	サラC20組		2012-5-1	3	名古屋	2	(定量)		2	140	1	2.0	100	1.0	4.0	330	6.0	2-4	3080	12	2=>4	5560	15.0	2-4-8	1580	6.0	2=>4=>8	14550	36.0		246185739	2,4,(1,6),8,5,9,7,3	2-4,(1,5,6),8,3,7,9			8.0	130	2.0	2-4	4800.0	11.0	2=>4	5530.0	18.0									
201248050104	ダ	右	1400	晴	良	12:30	3歳牝馬		2012-5-1	3	名古屋	2	牝(定量)		3	360	2	3.0	100	1.0	4.0	170	4.0	3-4	810	2	3=>4	980	3.0	1-3-4	1270	5.0	3=>4=>1	4070	11.0		3,8,(2,4),6,5,1,7	3,8,(2,5),4,6,1,7	38246517			1.0	210	6.0															
201248050105	ダ	右	1400	晴	良	13:05	サラC19組		2012-5-1	3	名古屋	2	(定量)		4	170	1	4.0	100	1.0	9.0	110	2.0	4-9	130	1	4=>9	220	1.0	4-8-9	190	1.0	4=>9=>8	470	1.0		4,8,(5,9),3,6,7,1,2,10	4,(8,9),3,5,6,7,1,2,10	49837651210			8.0	140	3.0	4-8	140.0	1.0	4=>8	210.0	1.0									
201248050106	ダ	右	1400	晴	良	13:35	和弘&真理子新婚生活		2012-5-1	3	名古屋	2	(定量)		7	170	1	7.0	110	1.0	5.0	130	3.0	5-7	1120	5	7=>5	1140	6.0	1-5-7	5160	9.0	7=>5=>1	18880	36.0		1679102584.0	1675910824.0	1765910824.0			1.0	550	5.0	5-7	590.0	3.0	7=>5	1380.0	6.0									
201248050107	ダ	右	1400	晴	良	14:05	蒲田英治快気復活記念		2012-5-1	3	名古屋	2	(定量)		8	260	1	8.0	110	2.0	4.0	170	4.0	4-8	810	3	8=>4	1120	4.0	4-5-8	430	2.0	8=>4=>5	2430	5.0		49105867231	4,(5,9,10),8,6,7,2,3,1	45891076231			5.0	100	1.0	4-7	680.0	3.0	7=>4	1270.0	7.0									
201248050201	ダ	右	800	雨	重	11:00	サラ3歳8組		2012-5-2	3	名古屋	3	(定量)		8	720	4	8.0	160	5.0	2.0	120	1.0	2-8	580	3	8=>2	2390	8.0	2-7-8	560	1.0	8=>2=>7	6170	21.0				82764153.0			7.0	140	2.0															
201248050202	ダ	右	1400	雨	重	11:30	サラ3歳7組		2012-5-2	3	名古屋	3	(定量)		3	140	1	3.0	100	1.0	8.0	100	2.0	3-8	130	1	3=>8	230	1.0	3-6-8	660	2.0	3=>8=>6	1060	4.0		83267451	8,3,2,(6,7),4,5,1	3,8,2,(6,7),5,4-1			6.0	140	4.0															
201248050203	ダ	右	1400	雨	重	12:05	AKB指原莉乃ソロデ		2012-5-2	3	名古屋	3	(定量)		1	110	1	1.0	100	1.0	2.0	150	4.0	1-2	510	3	1=>2	760	3.0	1-2-8	450	2.0	1=>2=>8	2500	8.0		812493675.0	819427365.0	812934765.0			8.0	130	3.0	1-2	750.0	3.0	1=>2	1070.0	4.0									
201248050204	ダ	右	1400	雨	重	12:40	本日発売!それでも好		2012-5-2	3	名古屋	3	(定量)		7	290	2	7.0	120	1.0	2.0	180	4.0	2-7	3490	9	7=>2	3470	11.0	2-3-7	13200	20.0	7=>2=>3	43610	67.0		74321568	7,4,3,2,1,6-8	7,3,4,2,1,6-8			3.0	400	6.0															
201248050205	ダ	右	1400	雨	重	13:15	全国の指原クオリティ		2012-5-2	3	名古屋	3	(定量)		7	480	2	7.0	110	1.0	8.0	110	2.0	7-8	280	1	7=>8	740	2.0	4-7-8	450	1.0	7=>8=>4	2290	4.0		7,5,(4,8),3,1,10,6,2,9	7,8,5,(1,4),10,6,3,9,2	(7,8),4,1,5,10,2,6,3,9			4.0	180	6.0	7-7	310.0	1.0	7=>7	300.0	1.0									
201248050206	ダ	右	1400	雨	重	13:50	サラC14組		2012-5-2	3	名古屋	3	(定量)		5	1670	5	5.0	200	5.0	2.0	120	1.0	2-5	4180	9	5=>2	9340	21.0	2-4-5	1970	6.0	5=>2=>4	21460	51.0		10,(4,6),(2,5),8,1,7,9,3	10,4,(2,5),6,8,7,9,1,3	51042687193			4.0	120	2.0	2-5	4340.0	9.0	5=>2	8040.0	21.0									
201248050207	ダ	右	1400	雨	重	14:25	サラC13組		2012-5-2	3	名古屋	3	(定量)		5	180	1	5.0	120	2.0	7.0	100	1.0	5-7	320	1	5=>7	380	1.0	3-5-7	380	2.0	5=>7=>3	1140	1.0		57103928614	5,7,(3,10),9,2,8,1,6,4	57310984621			3.0	140	4.0	5-7	300.0	1.0	5=>7	650.0	2.0									
201248050208	ダ	右	1400	雨	重	15:00	サラC12組		2012-5-2	3	名古屋	3	(定量)		5	2210	7	5.0	800	7.0	4.0	240	5.0	4-5	2730	11	5=>4	7560	31.0	3-4-5	8180	29.0	5=>4=>3	60990	187.0		5,3,(1,8),4,2,7,10,6,9	5,(3,8),4,1,2,10,9,7,6	53842110976			3.0	430	6.0	4-5	3990.0	15.0	5=>4	9840.0	31.0									
201248050209	ダ	右	1600	雨	不良	15:35	サラB4組		2012-5-2	3	名古屋	3	(定量)		8	700	4	8.0	190	4.0	4.0	220	5.0	4-8	1980	10	8=>4	4490	20.0	2-4-8	3770	14.0	8=>4=>2	15530	62.0		8,3,9,2,4,5-6,7,1	8,(3,4),2,9,5-1,7,6	8,4,2,3,9,5-1,7,6			2.0	140	2.0	4-8	610.0	4.0	8=>4	1350.0	7.0									
201248050210	ダ	右	1400	雨	不良	16:10	サラC11組		2012-5-2	3	名古屋	3	(定量)		8	1960	4	8.0	270	5.0	1.0	100	1.0	1-8	400	2	8=>1	2340	7.0	1-5-8	3210	10.0	8=>1=>5	23410	48.0		5,7,8,(1,4),10,6,3,9,2	57814361092	58713941062			5.0	280	6.0	1-7	160.0	1.0	7=>1	1370.0	4.0									
201248050211	ダ	右	1600	雨	不良	16:45	尾張名古屋杯	G	2012-5-2	3	名古屋	3	(ハンデ)		9	230	2	9.0	110	3.0	2.0	100	1.0	2-9	160	1	9=>2	270	1.0	2-3-9	220	1.0	9=>2=>3	780	2.0		9103127511684	9,10,3,2-7,1,5,11-6,8-4	9321071511684			3.0	110	2.0	2-7	150.0	1.0	7=>2	360.0	2.0									
201248050301	ダ	右	800	曇	不良	11:00	安田夏輝1歳誕生日記		2012-5-3	3	名古屋	4	(定量)		6	120	1	6.0	100	1.0	7.0	120	3.0	6-7	210	1	6=>7	240	1.0	5-6-7	190	1.0	6=>7=>5	520	1.0				657239481.0			5.0	110	2.0	6-7	270.0	1.0	6=>7	280.0	1.0									
201248050302	ダ	右	1400	曇	不良	11:30	サラC9組		2012-5-3	3	名古屋	4	(定量)		8	210	1	8.0	120	2.0	9.0	100	1.0	8-9	150	1	8=>9	430	2.0	6-8-9	270	2.0	8=>9=>6	990	3.0		8,3,(1,9),2,6,5,4,7	893126754	896213754			6.0	130	3.0	8-8	200.0	1.0	8=>8	190.0	1.0									
201248050303	ダ	右	1400	曇	不良	12:05	綾華☆名古屋競馬だ?		2012-5-3	3	名古屋	4	(定量)		7	490	2	7.0	130	1.0	3.0	220	4.0	3-7	680	3	7=>3	1800	6.0	3-5-7	3660	7.0	7=>3=>5	14190	25.0		2376451.0	2376541.0	3752641.0																				
201248050304	ダ	右	1600	曇	重	12:40	サラ3歳2組		2012-5-3	3	名古屋	4	(定量)		8	1360	3	8.0	190	3.0	3.0	130	2.0	3-8	1530	5	8=>3	4720	11.0	3-6-8	2280	7.0	8=>3=>6	20530	37.0		8543261	8546231	8,(3,4),5,6,1,2			6.0	200	4.0															
201248050305	ダ	右	1400	曇	重	13:15	サラC8組		2012-5-3	3	名古屋	4	(定量)		9	550	4	9.0	180	4.0	3.0	160	2.0	3-9	1900	10	9=>3	3200	17.0	3-7-9	4610	15.0	9=>3=>7	25060	80.0		39751241086	3,9,(5,7),2,1,4,10,8,6	39752141086			7.0	260	5.0	3-8	2320.0	10.0	8=>3	3900.0	20.0									
201248050306	ダ	右	1400	曇	重	13:50	サラC7組		2012-5-3	3	名古屋	4	(定量)		6	5580	8	6.0	920	8.0	3.0	210	3.0	3-6	17610	31	6=>3	31340	52.0	3-4-6	7790	25.0	6=>3=>4	102530	218.0		14721089635.0	14723108965.0	14763289510.0			4.0	210	4.0	3-6	9890.0	22.0	6=>3	22830.0	42.0									
201248050307	ダ	右	1400	曇	重	14:25	雅ちゃん1才誕生日お		2012-5-3	3	名古屋	4	(定量)		2	250	2	2.0	180	3.0	5.0	140	2.0	2-5	180	1	2=>5	430	2.0	2-5-8	4530	12.0	2=>5=>8	13370	35.0		25816349710.0	25813469710.0	25816934710.0			8.0	490	8.0	2-5	180.0	1.0	2=>5	400.0	2.0									
201248050308	ダ	右	1400	晴	重	15:00	名古屋空港ビル創立5		2012-5-3	3	名古屋	4	(定量)		3	220	1	3.0	120	1.0	6.0	140	2.0	3-6	690	3	3=>6	1120	4.0	3-6-8	1250	4.0	3=>6=>8	2960	5.0		639815724.0	639185427.0	639184257.0			8.0	150	4.0	3-6	740.0	3.0	3=>6	1060.0	3.0									
201248050309	ダ	右	1600	晴	重	15:35	ライラック特別 		2012-5-3	3	名古屋	4	(定量)		5	120	1	5.0	110	1.0	8.0	180	5.0	5-8	610	4	5=>8	960	5.0	1-5-8	1210	5.0	5=>8=>1	3650	13.0		5,9,10,(3,7),8,1,4,6,2	5,10,9,7,3,(1,4,8),6,2	51093781462			1.0	170	4.0	5-7	590.0	2.0	5=>7	780.0	3.0									
201248050401	ダ	右	1400	曇	重	11:00	サラ3歳11組		2012-5-4	3	名古屋	5	(定量)		2	130	1	2.0	110	1.0	4.0	120	2.0	2-4	230	1	2=>4	290	1.0	2-3-4	1480	6.0	2=>4=>3	2190	8.0		2,4,(7,8),1,3,5,6	24781356	2,4-7,3,8,5,1,6			3.0	450	6.0															
201248050402	ダ	右	1400	曇	重	11:30	サラ3歳10組		2012-5-4	3	名古屋	5	(定量)		6	140	1	6.0	110	1.0	2.0	220	5.0	2-6	710	3	6=>2	880	3.0	1-2-6	780	3.0	6=>2=>1	2150	6.0		86713254.0	62871354.0	62174583.0			1.0	150	3.0															
201248050403	ダ	右	1400	曇	稍重	12:00	馬友会競馬サークル杯		2012-5-4	3	名古屋	5	(定量)		5	700	2	5.0	150	4.0	8.0	100	1.0	5-8	220	1	5=>8	940	4.0	2-5-8	290	1.0	5=>8=>2	2970	9.0		28517436	2,8,5,(4,7),1,3,6	(5,8),2,4,7,3,1,6			2.0	130	2.0															
201248050404	ダ	右	800	曇	稍重	12:30	千尋&有美結婚		2012-5-4	3	名古屋	5	(定量)		7	500	3	7.0	100	1.0	1.0	100	3.0	1-7	550	3	7=>1	1670	8.0	1-3-7	180	1.0	7=>1=>3	2860	12.0				7135428.0			3.0	100	2.0															
201248050405	ダ	右	1400	曇	稍重	13:05	快楽亭ブラック還暦記		2012-5-4	3	名古屋	5	(定量)		7	140	1	7.0	100	1.0	4.0	1,010	8.0	4-7	12210	16	7=>4	13060	19.0	4-6-7	11930	21.0	7=>4=>6	72120	88.0		743189652	7,3,6,(8,9),4,5,1,2	7,3,6,4,(8,9),5,2,1			6.0	180	4.0	4-7	12380.0	14.0	7=>4	14470.0	19.0									
201248050406	ダ	右	1400	曇	稍重	13:35	「立川談志の正体」増		2012-5-4	3	名古屋	5	(定量)		4	730	5	4.0	200	5.0	8.0	260	6.0	4-8	1910	10	4=>8	4690	20.0	4-5-8	2920	10.0	4=>8=>5	16050	58.0		148672593.0	147865293.0	147852693.0			5.0	190	4.0	4-8	2920.0	10.0	4=>8	4170.0	18.0									
201248050407	ダ	右	1400	晴	稍重	14:05	フジドリームエアライ		2012-5-4	3	名古屋	5	(定量)		5	340	1	5.0	190	3.0	6.0	270	6.0	5-6	1290	6	5=>6	1640	6.0	4-5-6	1880	7.0	5=>6=>4	10010	38.0		567149382	5,6,7,1,4,(8,9),3,2	561479328			4.0	190	4.0	5-6	1310.0	5.0	5=>6	2030.0	8.0									
201248050408	ダ	右	1400	晴	良	14:35	オタクな一口馬主開設		2012-5-4	3	名古屋	5	(定量)		9	290	2	9.0	120	3.0	4.0	110	1.0	4-9	1540	5	9=>4	2400	8.0	4-7-9	2360	6.0	9=>4=>7	9270	27.0		9,7,8,1,6,(3,4),5,2	978614352	9,7,8,(1,4,6),3,5,2			7.0	190	4.0	4-8	470.0	3.0	8=>4	840.0	4.0									
201248050409	ダ	右	1600	晴	良	15:10	しょうぶ特別 		2012-5-4	3	名古屋	5	(定量)		2	600	3	2.0	140	3.0	1.0	100	1.0	1-2	300	1	2=>1	1300	4.0	1-2-8	2530	9.0	2=>1=>8	22420	55.0		1,(4,7),(2,6,8),9,3,5	127856439	128567349			8.0	440	7.0	1-2	340.0	1.0	2=>1	1170.0	5.0									
201248050410	ダ	右	1600	晴	良	15:45	大山桜特別 		2012-5-4	3	名古屋	5	(別定)		3	1050	4	3.0	280	4.0	1.0	130	1.0	1-3	420	3	3=>1	1520	5.0	1-2-3	470	3.0	3=>1=>2	3930	11.0		1,2,(3,6),5,4	1,2,(3,6),5,4	123654																				
201248050411	ダ	右	1400	晴	良	16:20	かきつばた記念	G3	2012-5-4	3	名古屋	5	(別定)		5	130	1	5.0	100	1.0	9.0	120	3.0	5-9	360	1	5=>9	450	3.0	5-9-11	520	3.0	5=>9=>11	1640	6.0		461151012891273.0	461151019827312.0	411569811027312.0			11.0	120	2.0	5-7	170.0	1.0	5=>7	200.0	1.0									
201248051401	ダ	右	1400	晴	良	11:00	サラC22組		2012-5-14	4	名古屋	1	(定量)		8	550	3	8.0	110	2.0	1.0	150	3.0	1-8	1450	7	8=>1	2000	11.0	1-4-8	770	3.0	8=>1=>4	8470	28.0		158723469	158247369	1,5,8,(2,4,7),3,6,9			4.0	100	1.0	1-8	800.0	5.0	8=>1	2360.0	11.0									
201248051402	ダ	右	1400	晴	良	11:30	サラC21組		2012-5-14	4	名古屋	1	(定量)		2	270	1	2.0	140	2.0	3.0	160	4.0	2-3	430	2	2=>3	700	1.0	2-3-5	1060	5.0	2=>3=>5	4700	14.0		236185794	2,3,(1,6),8,5,7,4,9	(2,3),(1,5),8,6-9,7,4			5.0	160	5.0	2-3	530.0	2.0	2=>3	920.0	2.0									
201248051403	ダ	右	1400	晴	良	12:00	サラC20組		2012-5-14	4	名古屋	1	(定量)		2	1610	6	2.0	150	3.0	8.0	150	5.0	2-8	1450	8	2=>8	2060	7.0	1-2-8	970	2.0	2=>8=>1	9340	32.0		236718495	2,6,(1,3,7),8,4,9-5	2,6,1,8,3,7,4,9-5			1.0	100	1.0	2-8	1050.0	4.0	2=>8	2670.0	12.0									
201248051404	ダ	右	800	晴	良	12:30	サラC19組		2012-5-14	4	名古屋	1	(定量)		5	870	4	5.0	210	5.0	9.0	110	2.0	5-9	1620	7	5=>9	4050	14.0	2-5-9	300	1.0	5=>9=>2	2540	7.0				592471368.0			2.0	100	1.0	5-8	2830.0	10.0	5=>8	5720.0	16.0									
201248051405	ダ	右	1400	晴	良	13:05	サラC18組		2012-5-14	4	名古屋	1	(定量)		5	260	2	5.0	110	2.0	1.0	100	1.0	1-5	470	1	5=>1	1180	4.0	1-5-10	1480	6.0	5=>1=>10	9150	28.0		25731610489	2,5,(3,7),1,6,10,4,9,8	51237106498			10.0	190	5.0	1-5	790.0	4.0	5=>1	1430.0	7.0									
201248051406	ダ	右	1400	晴	良	13:35	サラC17組		2012-5-14	4	名古屋	1	(定量)		6	390	2	6.0	140	3.0	1.0	110	1.0	1-6	360	1	6=>1	1070	5.0	1-2-6	1670	5.0	6=>1=>2	12000	35.0		28101674593	2,8,(6,10),(1,7),4,5,3-9	2,8,6,7,10,1,4,5,3-9			2.0	330	6.0	1-6	380.0	2.0	6=>1	810.0	3.0									
201248051407	ダ	右	1400	晴	良	14:10	洋介☆真友美結婚おめ		2012-5-14	4	名古屋	1	(定量)		8	910	4	8.0	120	3.0	9.0	100	1.0	8-9	500	3	8=>9	1700	6.0	8-9-10	730	3.0	8=>9=>10	4840	14.0		8,9,10,(2,6),1,5,4,3,7	89106123457	89106132547			10.0	110	2.0	7-8	560.0	3.0	7=>8	2130.0	6.0									
201248051408	ダ	右	1400	晴	良	14:45	大鷲特別 		2012-5-14	4	名古屋	1	(定量)		6	180	1	6.0	160	2.0	1.0	480	5.0	1-6	1480	6	6=>1	2420	11.0	1-4-6	850	3.0	6=>1=>4	5970	22.0		156342.0	156432.0	165432.0																				
201248051601	ダ	右	800	晴	重	11:00	サラ3歳4組		2012-5-16	4	名古屋	2	(定量)		3	460	3	3.0	370	3.0	1.0	840	5.0	1-3	1950	7	3=>1	4210	13.0	1-3-6	860	3.0	3=>1=>6	8320	27.0				3,(1,6),2,5,4,7																				
201248051602	ダ	右	1400	晴	重	11:30	大畑雅章800勝達成		2012-5-16	4	名古屋	2	(定量)		6	170	1	6.0	100	1.0	7.0	240	5.0	6-7	280	2	6=>7	430	2.0	5-6-7	510	2.0	6=>7=>5	990	3.0		6,7,(4,5),3,2,1,8,9	675432189	675432891			5.0	130	3.0	6-7	260.0	1.0	6=>7	290.0	1.0									
201248051603	ダ	右	1400	晴	重	12:05	サラC14組		2012-5-16	4	名古屋	2	(定量)		6	160	1	6.0	100	1.0	8.0	110	2.0	6-8	170	1	6=>8	340	1.0	4-6-8	230	1.0	6=>8=>4	700	1.0		379628145	3,(6,7,9),8,1,2,4,5	637842915			4.0	110	3.0	6-8	160.0	1.0	6=>8	290.0	1.0									
201248051604	ダ	右	1400	晴	重	12:40	サラ3歳3組		2012-5-16	4	名古屋	2	(定量)		6	310	2	6.0	120	1.0	4.0	470	7.0	4-6	3960	10	6=>4	4370	13.0	4-6-8	7180	21.0	6=>4=>8	35520	80.0		67548213.0	67548213.0	67452831.0			8.0	290	5.0															
201248051605	ダ	右	1400	晴	重	13:15	石山浩誕生日記念5シ		2012-5-16	4	名古屋	2	(定量)		5	650	2	5.0	120	1.0	3.0	330	6.0	3-5	2920	7	5=>3	4170	11.0	2-3-5	3390	9.0	5=>3=>2	19620	43.0		5,(1,6),10,2,3,4,7,8,9	56101234789	5,(6,10),3,2,7,1,8,4,9			2.0	160	3.0	3-5	3430.0	9.0	5=>3	4230.0	11.0									
201248051606	ダ	右	1400	晴	重	13:50	サラC12組		2012-5-16	4	名古屋	2	(定量)		10	120	1	10.0	130	2.0	7.0	120	1.0	7-10	290	2	10=>7	350	1.0	3-7-10	300	1.0	10=>7=>3	710	2.0		31076198245.0	31076198425.0	31076195842.0			3.0	260	6.0	7-8	300.0	2.0	8=>7	310.0	1.0									
201248051607	ダ	右	1400	晴	重	14:25	6/1鋼治&梓結婚記		2012-5-16	4	名古屋	2	(定量)		9	200	1	9.0	100	1.0	10.0	190	3.0	9-10	1050	5	9=>10	1470	8.0	3-9-10	1040	5.0	9=>10=>3	4100	15.0		1691072385	1691073285	6,9,10,(1,3,7),2,8,5			3.0	210	5.0	8-8	980.0	4.0	8=>8	900.0	4.0									
201248051608	ダ	右	1600	晴	重	15:00	光明&由美子3/20		2012-5-16	4	名古屋	2	(定量)		8	190	1	8.0	100	2.0	4.0	120	4.0	4-8	290	1	8=>4	600	2.0	4-6-8	380	2.0	8=>4=>6	1440	4.0		468591723	4,8,6,5-7,1,9,2,3	4,8,6,5-7,3,9,1,2			6.0	100	1.0	4-8	260.0	1.0	8=>4	650.0	2.0									
201248051609	ダ	右	1400	晴	重	15:35	サラB3組		2012-5-16	4	名古屋	2	(定量)		9	150	1	9.0	100	1.0	5.0	110	2.0	5-9	290	1	9=>5	410	1.0	2-5-9	440	2.0	9=>5=>2	1120	2.0		5,9,10,(1,2,7),3,8,6,4	59102761384	59210761834			2.0	140	4.0	5-8	230.0	1.0	8=>5	520.0	2.0									
